ADRNR,AFNAM,ARSNR,ARSPS,BADAT,BANFN,BATOL,BEDAT,BNFPO,BSART,BSMNG,BSTYP,BUMNG,BVDAT,BVDRK,CUOBJ,DAT01,DISPO,EBELN,EBELP,EKGRP,EKORG,ERDAT,ERNAM,ESTKZ,FRGDT,KTPNR,LFDAT,LIMIT_CONSUMPTION_VALUE,LPEIN,MANDT,MATKL,MATNR,MEINS,MENGE,MNG02,PACKNO,PEINH,PREIS,PSTYP,QUPOS,REPOS,RSNUM,STATU,TXZ01,WEBAZ,WEPOS,WERKS
0000130298,00000869,0000000000,0000,06/01/2026,0010000449,0,06/01/2026,00010,NB,38.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000411,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,UTIL,FAID1800,EA,38.000,0.000,0000000000,1,26.16,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130299,00000869,0000000000,0000,06/01/2026,0010000450,0,06/01/2026,00010,NB,31.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000412,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,SFTY,OHMT1800,EA,31.000,0.000,0000000000,1,26.95,0,000,X,0000000000,B,Geländehelm,0,X,MI00
0000130302,00000869,0000000000,0000,06/01/2026,0010000451,0,06/01/2026,00010,NB,22.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000413,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,UTIL,PUMP1800,EA,22.000,0.000,0000000000,1,22.35,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130304,00000869,0000000000,0000,06/01/2026,0010000452,0,06/01/2026,00010,NB,132.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000414,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,UTIL,RKIT1800,EA,132.000,0.000,0000000000,1,15.22,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130305,00000869,0000000000,0000,06/01/2026,0010000453,0,06/01/2026,00010,NB,200.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000415,00010,N00,US00,06/01/2026,LEARN-800,S,07/07/2026,00000,07/08/2026,0.00,1,204,UTIL,CAGE1800,EA,200.000,0.000,0000000000,1,10.29,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130306,00000869,0000000000,0000,06/01/2026,0010000454,0,06/01/2026,00010,NB,96.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000418,00010,N00,US00,06/01/2026,LEARN-800,S,07/07/2026,00000,07/08/2026,0.00,1,204,UTIL,RKIT1800,EA,96.000,0.000,0000000000,1,15.44,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130307,00000869,0000000000,0000,06/01/2026,0010000455,0,06/01/2026,00010,NB,93.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000416,00010,N00,US00,06/01/2026,LEARN-800,S,07/02/2026,00000,07/08/2026,0.00,1,204,UTIL,CHSP1800,EA,93.000,0.000,0000000000,1,28.84,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130309,00000869,0000000000,0000,06/01/2026,0010000456,0,06/01/2026,00010,NB,21.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000417,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,SFTY,KPAD1800,EA,21.000,0.000,0000000000,1,40.78,0,000,X,0000000000,B,Knieschoner,0,X,MI00
0000130311,00000869,0000000000,0000,06/01/2026,0010000457,0,06/01/2026,00010,NB,28.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000419,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,UTIL,PUMP1800,EA,28.000,0.000,0000000000,1,22.56,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130313,00000869,0000000000,0000,06/01/2026,0010000458,0,06/01/2026,00010,NB,28.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000420,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,UTIL,PUMP1800,EA,28.000,0.000,0000000000,1,22.92,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130315,00000869,0000000000,0000,06/01/2026,0010000459,0,06/01/2026,00010,NB,175.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000422,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,UTIL,CAGE1800,EA,175.000,0.000,0000000000,1,10.11,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130317,00000869,0000000000,0000,06/01/2026,0010000460,0,06/01/2026,00010,NB,85.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000421,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,UTIL,CAGE1800,EA,85.000,0.000,0000000000,1,10.29,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130319,00000869,0000000000,0000,06/01/2026,0010000461,0,06/01/2026,00010,NB,30.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000423,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,SFTY,RHMT1800,EA,30.000,0.000,0000000000,1,26.97,0,000,X,0000000000,B,Straßenhelm,0,X,MI00
0000130321,00000869,0000000000,0000,06/01/2026,0010000462,0,06/01/2026,00010,NB,116.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000425,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,UTIL,RKIT1800,EA,116.000,0.000,0000000000,1,15.30,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130323,00000869,0000000000,0000,06/01/2026,0010000463,0,06/01/2026,00010,NB,230.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000426,00010,N00,US00,06/01/2026,LEARN-800,S,07/09/2026,00000,07/10/2026,0.00,1,204,UTIL,BOTL1800,EA,230.000,0.000,0000000000,1,11.25,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130325,00000869,0000000000,0000,06/01/2026,0010000464,0,06/01/2026,00010,NB,100.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000424,00010,N00,US00,06/01/2026,LEARN-800,S,07/09/2026,00000,07/10/2026,0.00,1,204,UTIL,SHRT1800,EA,100.000,0.000,0000000000,1,14.13,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130327,00000869,0000000000,0000,06/01/2026,0010000465,0,06/01/2026,00010,NB,79.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000427,00010,N00,US00,06/01/2026,LEARN-800,S,07/09/2026,00000,07/10/2026,0.00,1,204,UTIL,FAID1800,EA,79.000,0.000,0000000000,1,24.87,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130329,00000869,0000000000,0000,06/01/2026,0010000466,0,06/01/2026,00010,NB,29.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000429,00010,N00,US00,06/01/2026,LEARN-800,S,07/09/2026,00000,07/10/2026,0.00,1,204,SFTY,OHMT1800,EA,29.000,0.000,0000000000,1,27.32,0,000,X,0000000000,B,Geländehelm,0,X,MI00
0000130331,00000869,0000000000,0000,06/01/2026,0010000467,0,06/01/2026,00010,NB,31.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000428,00010,N00,US00,06/01/2026,LEARN-800,S,07/09/2026,00000,07/10/2026,0.00,1,204,SFTY,RHMT1800,EA,31.000,0.000,0000000000,1,26.19,0,000,X,0000000000,B,Straßenhelm,0,X,MI00
0000130333,00000869,0000000000,0000,06/01/2026,0010000468,0,06/01/2026,00010,NB,111.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000430,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,UTIL,FAID1800,EA,111.000,0.000,0000000000,1,25.46,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130335,00000869,0000000000,0000,06/01/2026,0010000469,0,06/01/2026,00010,NB,165.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000431,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,UTIL,BOTL1800,EA,165.000,0.000,0000000000,1,11.00,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130336,00000869,0000000000,0000,06/01/2026,0010000470,0,06/01/2026,00010,NB,64.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000432,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,UTIL,RKIT1800,EA,64.000,0.000,0000000000,1,14.95,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130339,00000869,0000000000,0000,06/01/2026,0010000471,0,06/01/2026,00010,NB,205.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000433,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,UTIL,CAGE1800,EA,205.000,0.000,0000000000,1,10.22,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130341,00000869,0000000000,0000,06/01/2026,0010000472,0,06/01/2026,00010,NB,140.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000434,00010,N00,US00,06/01/2026,LEARN-800,S,07/10/2026,00000,07/11/2026,0.00,1,204,UTIL,CAGE1800,EA,140.000,0.000,0000000000,1,10.32,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130343,00000869,0000000000,0000,06/01/2026,0010000473,0,06/01/2026,00010,NB,18.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000436,00010,N00,US00,06/01/2026,LEARN-800,S,07/07/2026,00000,07/08/2026,0.00,1,204,SFTY,EPAD1800,EA,18.000,0.000,0000000000,1,41.98,0,000,X,0000000000,B,Ellenbogenschoner,0,X,MI00
0000130345,00000869,0000000000,0000,06/01/2026,0010000474,0,06/01/2026,00010,NB,59.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000438,00010,N00,US00,06/01/2026,LEARN-800,S,07/02/2026,00000,07/08/2026,0.00,1,204,UTIL,CHLK1800,EA,59.000,0.000,0000000000,1,35.11,0,000,X,0000000000,B,Kettenschloss 800,0,X,MI00
0000130347,00000869,0000000000,0000,06/01/2026,0010000475,0,06/01/2026,00010,NB,20.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000435,00010,N00,US00,06/01/2026,LEARN-800,S,07/07/2026,00000,07/08/2026,0.00,1,204,SFTY,KPAD1800,EA,20.000,0.000,0000000000,1,41.48,0,000,X,0000000000,B,Knieschoner,0,X,MI00
0000130348,00000869,0000000000,0000,06/01/2026,0010000476,0,06/01/2026,00010,NB,125.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000437,00010,N00,US00,06/01/2026,LEARN-800,S,07/07/2026,00000,07/08/2026,0.00,1,204,UTIL,FAID1800,EA,125.000,0.000,0000000000,1,25.37,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130351,00000869,0000000000,0000,06/01/2026,0010000477,0,06/01/2026,00010,NB,240.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000439,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,BOTL1800,EA,240.000,0.000,0000000000,1,11.44,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130353,00000869,0000000000,0000,06/01/2026,0010000478,0,06/01/2026,00010,NB,17.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000440,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,SFTY,EPAD1800,EA,17.000,0.000,0000000000,1,40.19,0,000,X,0000000000,B,Ellenbogenschoner,0,X,MI00
0000130355,00000869,0000000000,0000,06/01/2026,0010000479,0,06/01/2026,00010,NB,155.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000441,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,CAGE1800,EA,155.000,0.000,0000000000,1,9.95,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130357,00000869,0000000000,0000,06/01/2026,0010000480,0,06/01/2026,00010,NB,104.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000442,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,RKIT1800,EA,104.000,0.000,0000000000,1,15.27,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130359,00000869,0000000000,0000,06/01/2026,0010000481,0,06/01/2026,00010,NB,180.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000443,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,SHRT1800,EA,180.000,0.000,0000000000,1,14.65,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130361,00000869,0000000000,0000,06/01/2026,0010000482,0,06/01/2026,00010,NB,182.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000444,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/14/2026,0.00,1,204,UTIL,CHSP1800,EA,182.000,0.000,0000000000,1,28.14,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130363,00000869,0000000000,0000,06/01/2026,0010000483,0,06/01/2026,00010,NB,220.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000445,00010,N00,US00,06/01/2026,LEARN-800,S,07/09/2026,00000,07/10/2026,0.00,1,204,UTIL,SHRT1800,EA,220.000,0.000,0000000000,1,14.45,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130364,00000869,0000000000,0000,06/01/2026,0010000484,0,06/01/2026,00010,NB,30.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000446,00010,N00,US00,06/01/2026,LEARN-800,S,07/09/2026,00000,07/10/2026,0.00,1,204,SFTY,OHMT1800,EA,30.000,0.000,0000000000,1,26.77,0,000,X,0000000000,B,Geländehelm,0,X,MI00
0000130366,00000869,0000000000,0000,06/01/2026,0010000485,0,06/01/2026,00010,NB,33.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000449,00010,N00,US00,06/01/2026,LEARN-800,S,07/09/2026,00000,07/10/2026,0.00,1,204,SFTY,OHMT1800,EA,33.000,0.000,0000000000,1,26.54,0,000,X,0000000000,B,Geländehelm,0,X,MI00
0000130368,00000869,0000000000,0000,06/01/2026,0010000486,0,06/01/2026,00010,NB,220.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000447,00010,N00,US00,06/01/2026,LEARN-800,S,07/09/2026,00000,07/10/2026,0.00,1,204,UTIL,SHRT1800,EA,220.000,0.000,0000000000,1,14.31,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130370,00000869,0000000000,0000,06/01/2026,0010000487,0,06/01/2026,00010,NB,235.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000450,00010,N00,US00,06/01/2026,LEARN-800,S,07/09/2026,00000,07/10/2026,0.00,1,204,UTIL,CAGE1800,EA,235.000,0.000,0000000000,1,9.97,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130372,00000869,0000000000,0000,06/01/2026,0010000488,0,06/01/2026,00010,NB,87.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000448,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,RKIT1800,EA,87.000,0.000,0000000000,1,15.82,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130374,00000869,0000000000,0000,06/01/2026,0010000489,0,06/01/2026,00010,NB,220.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000452,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,BOTL1800,EA,220.000,0.000,0000000000,1,11.09,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130376,00000869,0000000000,0000,06/01/2026,0010000490,0,06/01/2026,00010,NB,28.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000451,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,PUMP1800,EA,28.000,0.000,0000000000,1,22.76,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130378,00000869,0000000000,0000,06/01/2026,0010000491,0,06/01/2026,00010,NB,240.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000453,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,BOTL1800,EA,240.000,0.000,0000000000,1,11.20,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130379,00000869,0000000000,0000,06/01/2026,0010000492,0,06/01/2026,00010,NB,220.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000454,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,BOTL1800,EA,220.000,0.000,0000000000,1,11.12,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130382,00000869,0000000000,0000,06/01/2026,0010000493,0,06/01/2026,00010,NB,230.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000455,00010,N00,US00,06/01/2026,LEARN-800,S,07/11/2026,00000,07/12/2026,0.00,1,204,UTIL,BOTL1800,EA,230.000,0.000,0000000000,1,11.14,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130384,00000869,0000000000,0000,06/01/2026,0010000494,0,06/01/2026,00010,NB,180.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000456,00010,N00,US00,06/01/2026,LEARN-800,S,07/11/2026,00000,07/12/2026,0.00,1,204,UTIL,BOTL1800,EA,180.000,0.000,0000000000,1,11.47,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130386,00000869,0000000000,0000,06/01/2026,0010000495,0,06/01/2026,00010,NB,35.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000457,00010,N00,US00,06/01/2026,LEARN-800,S,07/11/2026,00000,07/12/2026,0.00,1,204,UTIL,FAID1800,EA,35.000,0.000,0000000000,1,25.13,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130388,00000869,0000000000,0000,06/01/2026,0010000496,0,06/01/2026,00010,NB,145.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000458,00010,N00,US00,06/01/2026,LEARN-800,S,07/11/2026,00000,07/12/2026,0.00,1,204,UTIL,CAGE1800,EA,145.000,0.000,0000000000,1,10.42,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130390,00000869,0000000000,0000,06/01/2026,0010000497,0,06/01/2026,00010,NB,112.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000459,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/14/2026,0.00,1,204,UTIL,CHSP1800,EA,112.000,0.000,0000000000,1,29.46,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130392,00000869,0000000000,0000,06/01/2026,0010000498,0,06/01/2026,00010,NB,162.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000460,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,RKIT1800,EA,162.000,0.000,0000000000,1,15.75,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130394,00000869,0000000000,0000,06/01/2026,0010000499,0,06/01/2026,00010,NB,27.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000461,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,PUMP1800,EA,27.000,0.000,0000000000,1,22.38,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130396,00000869,0000000000,0000,06/01/2026,0010000500,0,06/01/2026,00010,NB,137.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000462,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,RKIT1800,EA,137.000,0.000,0000000000,1,15.29,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130398,00000869,0000000000,0000,06/01/2026,0010000501,0,06/01/2026,00010,NB,130.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000463,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,BOTL1800,EA,130.000,0.000,0000000000,1,11.25,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130400,00000869,0000000000,0000,06/01/2026,0010000502,0,06/01/2026,00010,NB,177.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000465,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/14/2026,0.00,1,204,UTIL,CHSP1800,EA,177.000,0.000,0000000000,1,29.39,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130401,00000869,0000000000,0000,06/01/2026,0010000503,0,06/01/2026,00010,NB,19.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000466,00010,N00,US00,06/01/2026,LEARN-800,S,07/12/2026,00000,07/13/2026,0.00,1,204,SFTY,EPAD1800,EA,19.000,0.000,0000000000,1,41.86,0,000,X,0000000000,B,Ellenbogenschoner,0,X,MI00
0000130404,00000869,0000000000,0000,06/01/2026,0010000504,0,06/01/2026,00010,NB,168.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000464,00010,N00,US00,06/01/2026,LEARN-800,S,07/12/2026,00000,07/13/2026,0.00,1,204,UTIL,RKIT1800,EA,168.000,0.000,0000000000,1,15.50,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130406,00000869,0000000000,0000,06/01/2026,0010000505,0,06/01/2026,00010,NB,22.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000467,00010,N00,US00,06/01/2026,LEARN-800,S,07/12/2026,00000,07/13/2026,0.00,1,204,UTIL,PUMP1800,EA,22.000,0.000,0000000000,1,23.22,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130408,00000869,0000000000,0000,06/01/2026,0010000506,0,06/01/2026,00010,NB,75.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000468,00010,N00,US00,06/01/2026,LEARN-800,S,07/12/2026,00000,07/13/2026,0.00,1,204,UTIL,RKIT1800,EA,75.000,0.000,0000000000,1,15.71,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130409,00000869,0000000000,0000,06/01/2026,0010000507,0,06/01/2026,00010,NB,21.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000469,00010,N00,US00,06/01/2026,LEARN-800,S,07/12/2026,00000,07/13/2026,0.00,1,204,SFTY,EPAD1800,EA,21.000,0.000,0000000000,1,41.61,0,000,X,0000000000,B,Ellenbogenschoner,0,X,MI00
0000130411,00000869,0000000000,0000,06/01/2026,0010000508,0,06/01/2026,00010,NB,62.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000470,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/14/2026,0.00,1,204,UTIL,CHLK1800,EA,62.000,0.000,0000000000,1,35.28,0,000,X,0000000000,B,Kettenschloss 800,0,X,MI00
0000130413,00000869,0000000000,0000,06/01/2026,0010000509,0,06/01/2026,00010,NB,24.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000471,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,SFTY,KPAD1800,EA,24.000,0.000,0000000000,1,40.24,0,000,X,0000000000,B,Knieschoner,0,X,MI00
0000130415,00000869,0000000000,0000,06/01/2026,0010000510,0,06/01/2026,00010,NB,24.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000472,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,PUMP1800,EA,24.000,0.000,0000000000,1,23.10,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130417,00000869,0000000000,0000,06/01/2026,0010000511,0,06/01/2026,00010,NB,155.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000473,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,CAGE1800,EA,155.000,0.000,0000000000,1,10.51,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130419,00000869,0000000000,0000,06/01/2026,0010000512,0,06/01/2026,00010,NB,229.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000475,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/14/2026,0.00,1,204,UTIL,CHSP1800,EA,229.000,0.000,0000000000,1,29.52,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130421,00000869,0000000000,0000,06/01/2026,0010000513,0,06/01/2026,00010,NB,155.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000474,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,CAGE1800,EA,155.000,0.000,0000000000,1,10.50,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130423,00000869,0000000000,0000,06/01/2026,0010000514,0,06/01/2026,00010,NB,24.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000476,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,PUMP1800,EA,24.000,0.000,0000000000,1,22.96,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130425,00000869,0000000000,0000,06/01/2026,0010000515,0,06/01/2026,00010,NB,28.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000477,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,PUMP1800,EA,28.000,0.000,0000000000,1,23.45,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130427,00000869,0000000000,0000,06/01/2026,0010000516,0,06/01/2026,00010,NB,17.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000478,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,SFTY,KPAD1800,EA,17.000,0.000,0000000000,1,41.00,0,000,X,0000000000,B,Knieschoner,0,X,MI00
0000130429,00000869,0000000000,0000,06/01/2026,0010000517,0,06/01/2026,00010,NB,86.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000480,00010,N00,US00,06/01/2026,LEARN-800,S,07/13/2026,00000,07/14/2026,0.00,1,204,UTIL,RKIT1800,EA,86.000,0.000,0000000000,1,15.80,0,000,X,0000000000,B,Flickzeug,0,X,MI00
