AUGBL,AUGCP,AUGDT,BDIF2,BDIFF,BELNR,BSCHL,BUKRS,BUZEI,DMBTR,FCSL,FDTAG,FDWBT,FKONT,FWBAS,FWZUZ,GBETR,GJAHR,HWBAS,HWZUZ,KOART,KOKRS,KURSR,KZBTR,LWBTR,LWSTS,MANDT,MWSTS,PSWBT,PSWSL,QSSHB,RFCCUR,SHKZG,TXBFW,TXBHW,TXDAT_FROM,TXGRP,VALUT,VORGN,WMWST,WRBTR,ZUONR
1500000247,06/01/2026,06/01/2026,0.00,0.00,1500000247,25,US00,002,"1,476.10","1,476.10",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,476.10",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,476.10",
,00/00/0000,00/00/0000,0.00,0.00,1500000248,50,US00,001,"2,148.90","2,148.90",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,148.90",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,148.90",20260601
1500000248,06/01/2026,06/01/2026,0.00,0.00,1500000248,25,US00,002,"2,148.90","2,148.90",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,148.90",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,148.90",
,00/00/0000,00/00/0000,0.00,0.00,1500000249,50,US00,001,"1,974.10","1,974.10",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,974.10",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,974.10",20260601
1500000249,06/01/2026,06/01/2026,0.00,0.00,1500000249,25,US00,002,"1,974.10","1,974.10",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,974.10",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,974.10",
,00/00/0000,00/00/0000,0.00,0.00,1500000250,50,US00,001,"1,933.20","1,933.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,933.20",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,933.20",20260601
1500000250,06/01/2026,06/01/2026,0.00,0.00,1500000250,25,US00,002,"1,933.20","1,933.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,933.20",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,933.20",
,00/00/0000,00/00/0000,0.00,0.00,1500000251,50,US00,001,947.34,947.34,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,947.34,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,947.34,20260601
1500000251,06/01/2026,06/01/2026,0.00,0.00,1500000251,25,US00,002,947.34,947.34,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,947.34,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,947.34,
,00/00/0000,00/00/0000,0.00,0.00,1500000252,50,US00,001,869.88,869.88,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,869.88,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,869.88,20260601
1500000252,06/01/2026,06/01/2026,0.00,0.00,1500000252,25,US00,002,869.88,869.88,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,869.88,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,869.88,
,00/00/0000,00/00/0000,0.00,0.00,1500000253,50,US00,001,"1,262.52","1,262.52",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,262.52",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,262.52",20260601
1500000253,06/01/2026,06/01/2026,0.00,0.00,1500000253,25,US00,002,"1,262.52","1,262.52",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,262.52",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,262.52",
,00/00/0000,00/00/0000,0.00,0.00,1500000254,50,US00,001,"2,447.28","2,447.28",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,447.28",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,447.28",20260601
1500000254,06/01/2026,06/01/2026,0.00,0.00,1500000254,25,US00,002,"2,447.28","2,447.28",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,447.28",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,447.28",
,00/00/0000,00/00/0000,0.00,0.00,1500000255,50,US00,001,"2,751.20","2,751.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,751.20",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,751.20",20260601
1500000255,06/01/2026,06/01/2026,0.00,0.00,1500000255,25,US00,002,"2,751.20","2,751.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,751.20",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,751.20",
,00/00/0000,00/00/0000,0.00,0.00,1500000256,50,US00,001,"2,757.30","2,757.30",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,757.30",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,757.30",20260601
1500000256,06/01/2026,06/01/2026,0.00,0.00,1500000256,25,US00,002,"2,757.30","2,757.30",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,757.30",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,757.30",
,00/00/0000,00/00/0000,0.00,0.00,1500000257,50,US00,001,"1,934.01","1,934.01",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,934.01",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,934.01",20260601
1500000257,06/01/2026,06/01/2026,0.00,0.00,1500000257,25,US00,002,"1,934.01","1,934.01",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,934.01",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,934.01",
,00/00/0000,00/00/0000,0.00,0.00,1500000258,50,US00,001,"1,428.00","1,428.00",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,428.00",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,428.00",20260601
1500000258,06/01/2026,06/01/2026,0.00,0.00,1500000258,25,US00,002,"1,428.00","1,428.00",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,428.00",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,428.00",
,00/00/0000,00/00/0000,0.00,0.00,1500000259,50,US00,001,"2,501.40","2,501.40",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,501.40",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,501.40",20260601
1500000259,06/01/2026,06/01/2026,0.00,0.00,1500000259,25,US00,002,"2,501.40","2,501.40",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,501.40",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,501.40",
,00/00/0000,00/00/0000,0.00,0.00,1500000260,50,US00,001,"1,725.60","1,725.60",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,725.60",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,725.60",20260601
1500000260,06/01/2026,06/01/2026,0.00,0.00,1500000260,25,US00,002,"1,725.60","1,725.60",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,725.60",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,725.60",
,00/00/0000,00/00/0000,0.00,0.00,1500000261,50,US00,001,"1,280.16","1,280.16",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,280.16",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,280.16",20260601
1500000261,06/01/2026,06/01/2026,0.00,0.00,1500000261,25,US00,002,"1,280.16","1,280.16",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,280.16",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,280.16",
,00/00/0000,00/00/0000,0.00,0.00,1500000262,50,US00,001,"2,617.65","2,617.65",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,617.65",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,617.65",20260601
1500000262,06/01/2026,06/01/2026,0.00,0.00,1500000262,25,US00,002,"2,617.65","2,617.65",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,617.65",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,617.65",
,00/00/0000,00/00/0000,0.00,0.00,1500000263,50,US00,001,"1,488.90","1,488.90",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,488.90",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,488.90",20260601
1500000263,06/01/2026,06/01/2026,0.00,0.00,1500000263,25,US00,002,"1,488.90","1,488.90",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,488.90",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,488.90",
,00/00/0000,00/00/0000,0.00,0.00,1500000264,50,US00,001,"1,455.36","1,455.36",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,455.36",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,455.36",20260601
1500000264,06/01/2026,06/01/2026,0.00,0.00,1500000264,25,US00,002,"1,455.36","1,455.36",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,455.36",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,455.36",
,00/00/0000,00/00/0000,0.00,0.00,1500000265,50,US00,001,"1,010.10","1,010.10",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,010.10",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,010.10",20260601
1500000265,06/01/2026,06/01/2026,0.00,0.00,1500000265,25,US00,002,"1,010.10","1,010.10",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,010.10",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,010.10",
,00/00/0000,00/00/0000,0.00,0.00,1500000266,50,US00,001,"3,138.75","3,138.75",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"3,138.75",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"3,138.75",20260601
1500000266,06/01/2026,06/01/2026,0.00,0.00,1500000266,25,US00,002,"3,138.75","3,138.75",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"3,138.75",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"3,138.75",
,00/00/0000,00/00/0000,0.00,0.00,1500000267,50,US00,001,817.80,817.80,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,817.80,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,817.80,20260601
1500000267,06/01/2026,06/01/2026,0.00,0.00,1500000267,25,US00,002,817.80,817.80,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,817.80,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,817.80,
,00/00/0000,00/00/0000,0.00,0.00,1500000268,50,US00,001,432.63,432.63,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,432.63,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,432.63,20260601
1500000268,06/01/2026,06/01/2026,0.00,0.00,1500000268,25,US00,002,432.63,432.63,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,432.63,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,432.63,
,00/00/0000,00/00/0000,0.00,0.00,1500000269,50,US00,001,"1,084.44","1,084.44",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,084.44",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,084.44",20260601
1500000269,06/01/2026,06/01/2026,0.00,0.00,1500000269,25,US00,002,"1,084.44","1,084.44",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,084.44",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,084.44",
,00/00/0000,00/00/0000,0.00,0.00,1500000270,50,US00,001,"4,190.16","4,190.16",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"4,190.16",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"4,190.16",20260601
1500000270,06/01/2026,06/01/2026,0.00,0.00,1500000270,25,US00,002,"4,190.16","4,190.16",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"4,190.16",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"4,190.16",
,00/00/0000,00/00/0000,0.00,0.00,1500000271,50,US00,001,"1,016.73","1,016.73",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,016.73",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,016.73",20260601
1500000271,06/01/2026,06/01/2026,0.00,0.00,1500000271,25,US00,002,"1,016.73","1,016.73",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,016.73",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,016.73",
,00/00/0000,00/00/0000,0.00,0.00,1500000272,50,US00,001,796.40,796.40,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,796.40,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,796.40,20260601
1500000272,06/01/2026,06/01/2026,0.00,0.00,1500000272,25,US00,002,796.40,796.40,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,796.40,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,796.40,
,00/00/0000,00/00/0000,0.00,0.00,1500000273,50,US00,001,"7,726.98","7,726.98",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"7,726.98",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"7,726.98",20260601
1500000273,06/01/2026,06/01/2026,0.00,0.00,1500000273,25,US00,002,"7,726.98","7,726.98",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"7,726.98",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"7,726.98",
,00/00/0000,00/00/0000,0.00,0.00,1500000274,50,US00,001,818.71,818.71,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,818.71,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,818.71,20260601
1500000274,06/01/2026,06/01/2026,0.00,0.00,1500000274,25,US00,002,818.71,818.71,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,818.71,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,818.71,
,00/00/0000,00/00/0000,0.00,0.00,1500000275,50,US00,001,"1,113.70","1,113.70",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,113.70",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,113.70",20260601
1500000275,06/01/2026,06/01/2026,0.00,0.00,1500000275,25,US00,002,"1,113.70","1,113.70",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,113.70",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,113.70",
,00/00/0000,00/00/0000,0.00,0.00,1500000276,50,US00,001,778.36,778.36,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,778.36,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,778.36,20260601
1500000276,06/01/2026,06/01/2026,0.00,0.00,1500000276,25,US00,002,778.36,778.36,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,778.36,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,778.36,
,00/00/0000,00/00/0000,0.00,0.00,1500000277,50,US00,001,"1,172.08","1,172.08",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,172.08",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,172.08",20260601
1500000277,06/01/2026,06/01/2026,0.00,0.00,1500000277,25,US00,002,"1,172.08","1,172.08",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,172.08",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,172.08",
,00/00/0000,00/00/0000,0.00,0.00,1500000278,50,US00,001,828.20,828.20,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,828.20,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,828.20,20260601
1500000278,06/01/2026,06/01/2026,0.00,0.00,1500000278,25,US00,002,828.20,828.20,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,828.20,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,828.20,
,00/00/0000,00/00/0000,0.00,0.00,1500000279,50,US00,001,"1,186.08","1,186.08",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,186.08",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,186.08",20260601
1500000279,06/01/2026,06/01/2026,0.00,0.00,1500000279,25,US00,002,"1,186.08","1,186.08",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,186.08",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,186.08",
,00/00/0000,00/00/0000,0.00,0.00,1500000280,50,US00,001,"1,389.85","1,389.85",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,389.85",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,389.85",20260601
1500000280,06/01/2026,06/01/2026,0.00,0.00,1500000280,25,US00,002,"1,389.85","1,389.85",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,389.85",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,389.85",
,00/00/0000,00/00/0000,0.00,0.00,1500000281,50,US00,001,"1,686.30","1,686.30",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,686.30",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,686.30",20260601
1500000281,06/01/2026,06/01/2026,0.00,0.00,1500000281,25,US00,002,"1,686.30","1,686.30",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,686.30",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,686.30",
,00/00/0000,00/00/0000,0.00,0.00,1500000282,50,US00,001,"1,751.25","1,751.25",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,751.25",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,751.25",20260601
1500000282,06/01/2026,06/01/2026,0.00,0.00,1500000282,25,US00,002,"1,751.25","1,751.25",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,751.25",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,751.25",
,00/00/0000,00/00/0000,0.00,0.00,1500000283,50,US00,001,"2,726.67","2,726.67",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,726.67",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,726.67",20260601
1500000283,06/01/2026,06/01/2026,0.00,0.00,1500000283,25,US00,002,"2,726.67","2,726.67",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,726.67",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,726.67",
,00/00/0000,00/00/0000,0.00,0.00,1500000284,50,US00,001,"1,606.55","1,606.55",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,606.55",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,606.55",20260601
1500000284,06/01/2026,06/01/2026,0.00,0.00,1500000284,25,US00,002,"1,606.55","1,606.55",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,606.55",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,606.55",
,00/00/0000,00/00/0000,0.00,0.00,1500000285,50,US00,001,"1,140.00","1,140.00",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,140.00",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,140.00",20260601
1500000285,06/01/2026,06/01/2026,0.00,0.00,1500000285,25,US00,002,"1,140.00","1,140.00",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,140.00",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,140.00",
,00/00/0000,00/00/0000,0.00,0.00,1500000286,50,US00,001,"2,549.75","2,549.75",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,549.75",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,549.75",20260601
