BELNR,BKLAS,BNKAN,BPMNG,BPRBM,BPRME,BSTME,BUKRS,BUSTW,BUZEI,BWKEY,EBELN,EBELP,ERP_CONTRACT_ITM,EXKBE,GJAHR,INTROW,INVREL,LBKUM,LFGJA,LFPOS,MANDT,MATBF,MATNR,MEINS,MENGE,MWSKZ,PACKNO,PSTYP,RBMNG,RBWWR,RETAMT_FC,RETDUEDT,RETPC,SALK3,SHKZG,SPGRT,SRM_CONTRACT_ITM,SRVMAPKEY,STOCK_POSTING,STOCK_POSTING_PP,STOCK_POSTING_PY,STUNR,TXJCD,VMSAL,VRKUM,WERKS,WRBTR,ZAEHK,ZEKKN
5105600439,3100,0.00,22.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000413,00010,00000,X,2026,0000000000,000000,"1,004.000",0000,0000,204,PUMP1800,PUMP1800,EA,22.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"20,654.20",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,491.70,000,00
5105600440,3100,0.00,28.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000402,00010,00000,X,2026,0000000000,000000,"1,403.200",0000,0000,204,RHMT1800,RHMT1800,EA,28.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"36,241.77",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,752.36,000,00
5105600441,3100,0.00,132.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000414,00010,00000,X,2026,0000000000,000000,"4,499.000",0000,0000,204,RKIT1800,RKIT1800,EA,132.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"64,676.12",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,009.04",000,00
5105600442,3100,0.00,23.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000403,00010,00000,X,2026,0000000000,000000,"1,004.000",0000,0000,204,PUMP1800,PUMP1800,EA,23.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"20,654.20",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,533.14,000,00
5105600443,3100,0.00,39.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000397,00010,00000,X,2026,0000000000,000000,"1,710.800",0000,0000,204,FAID1800,FAID1800,EA,39.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"42,506.37",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,972.27,000,00
5105600444,3100,0.00,22.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000404,00010,00000,X,2026,0000000000,000000,"1,004.000",0000,0000,204,PUMP1800,PUMP1800,EA,22.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"20,654.20",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,492.58,000,00
5105600445,3100,0.00,29.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000429,00010,00000,X,2026,0000000000,000000,927.400,0000,0000,204,OHMT1800,OHMT1800,EA,29.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"24,047.01",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,792.28,000,00
5105600446,3100,0.00,34.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000399,00010,00000,X,2026,0000000000,000000,"1,710.800",0000,0000,204,FAID1800,FAID1800,EA,34.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"42,506.37",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,863.26,000,00
5105600447,3100,0.00,17.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000401,00010,00000,X,2026,0000000000,000000,"1,358.800",0000,0000,204,KPAD1800,KPAD1800,EA,17.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"54,624.35",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,702.10,000,00
5105600448,3100,0.00,30.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000446,00010,00000,X,2026,0000000000,000000,957.400,0000,0000,204,OHMT1800,OHMT1800,EA,30.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"24,850.11",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,803.10,000,00
5105600449,3100,0.00,38.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000411,00010,00000,X,2026,0000000000,000000,"1,710.800",0000,0000,204,FAID1800,FAID1800,EA,38.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"42,506.37",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,994.08,000,00
5105600450,3100,0.00,235.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000450,00010,00000,X,2026,0000000000,000000,"4,821.000",0000,0000,204,CAGE1800,CAGE1800,EA,235.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"47,777.03",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,342.95",000,00
5105600451,3100,0.00,220.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000447,00010,00000,X,2026,0000000000,000000,"6,573.200",0000,0000,204,SHRT1800,SHRT1800,EA,220.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"92,413.64",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"3,148.20",000,00
5105600452,3100,0.00,31.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000412,00010,00000,X,2026,0000000000,000000,990.400,0000,0000,204,OHMT1800,OHMT1800,EA,31.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"25,725.93",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,835.45,000,00
5105600453,3100,0.00,79.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000427,00010,00000,X,2026,0000000000,000000,"1,710.800",0000,0000,204,FAID1800,FAID1800,EA,79.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"42,506.37",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,964.73",000,00
5105600454,3100,0.00,230.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000426,00010,00000,X,2026,0000000000,000000,"8,469.200",0000,0000,204,BOTL1800,BOTL1800,EA,230.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"93,339.07",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,587.50",000,00
5105600455,3100,0.00,31.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000428,00010,00000,X,2026,0000000000,000000,"1,434.200",0000,0000,204,RHMT1800,RHMT1800,EA,31.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"37,053.66",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,811.89,000,00
5105600456,3100,0.00,100.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000424,00010,00000,X,2026,0000000000,000000,"6,573.200",0000,0000,204,SHRT1800,SHRT1800,EA,100.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"92,413.64",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,413.00",000,00
5105600457,3100,0.00,28.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000420,00010,00000,X,2026,0000000000,000000,"1,060.000",0000,0000,204,PUMP1800,PUMP1800,EA,28.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"21,927.64",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,641.76,000,00
5105600458,3100,0.00,220.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000445,00010,00000,X,2026,0000000000,000000,"6,573.200",0000,0000,204,SHRT1800,SHRT1800,EA,220.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"92,413.64",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"3,179.00",000,00
5105600459,3100,0.00,111.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000430,00010,00000,X,2026,0000000000,000000,"1,821.800",0000,0000,204,FAID1800,FAID1800,EA,111.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"45,332.43",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,826.06",000,00
5105600460,3100,0.00,33.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000449,00010,00000,X,2026,0000000000,000000,990.400,0000,0000,204,OHMT1800,OHMT1800,EA,33.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"25,725.93",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,875.82,000,00
5105600461,3100,0.00,205.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000433,00010,00000,X,2026,0000000000,000000,"5,286.000",0000,0000,204,CAGE1800,CAGE1800,EA,205.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"52,516.03",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,095.10",000,00
5105600462,3100,0.00,30.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000423,00010,00000,X,2026,0000000000,000000,"1,464.200",0000,0000,204,RHMT1800,RHMT1800,EA,30.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"37,862.76",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,809.10,000,00
5105600463,3100,0.00,85.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000421,00010,00000,X,2026,0000000000,000000,"5,571.000",0000,0000,204,CAGE1800,CAGE1800,EA,85.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"55,471.73",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,874.65,000,00
5105600464,3100,0.00,140.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000434,00010,00000,X,2026,0000000000,000000,"5,571.000",0000,0000,204,CAGE1800,CAGE1800,EA,140.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"55,471.73",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,444.80",000,00
5105600465,3100,0.00,19.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000466,00010,00000,X,2026,0000000000,000000,908.800,0000,0000,204,EPAD1800,EPAD1800,EA,19.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"36,908.92",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,795.34,000,00
5105600466,3100,0.00,116.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000425,00010,00000,X,2026,0000000000,000000,"4,847.000",0000,0000,204,RKIT1800,RKIT1800,EA,116.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"70,011.72",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,774.80",000,00
5105600467,3100,0.00,22.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000467,00010,00000,X,2026,0000000000,000000,"1,082.000",0000,0000,204,PUMP1800,PUMP1800,EA,22.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"22,438.48",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,510.84,000,00
5105600468,3100,0.00,21.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000417,00010,00000,X,2026,0000000000,000000,"1,379.800",0000,0000,204,KPAD1800,KPAD1800,EA,21.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"55,480.73",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,856.38,000,00
5105600469,3100,0.00,168.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000464,00010,00000,X,2026,0000000000,000000,"4,922.000",0000,0000,204,RKIT1800,RKIT1800,EA,168.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"71,189.97",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,604.00",000,00
5105600470,3100,0.00,175.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000422,00010,00000,X,2026,0000000000,000000,"5,571.000",0000,0000,204,CAGE1800,CAGE1800,EA,175.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"55,471.73",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,769.25",000,00
5105600471,3100,0.00,180.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000456,00010,00000,X,2026,0000000000,000000,"9,011.200",0000,0000,204,BOTL1800,BOTL1800,EA,180.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"99,416.79",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,064.60",000,00
5105600472,3100,0.00,64.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000432,00010,00000,X,2026,0000000000,000000,"4,922.000",0000,0000,204,RKIT1800,RKIT1800,EA,64.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"71,189.97",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,956.80,000,00
5105600473,3100,0.00,21.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000469,00010,00000,X,2026,0000000000,000000,929.800,0000,0000,204,EPAD1800,EPAD1800,EA,21.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"37,782.73",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,873.81,000,00
5105600474,3100,0.00,165.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000431,00010,00000,X,2026,0000000000,000000,"9,205.200",0000,0000,204,BOTL1800,BOTL1800,EA,165.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"101,654.89",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,815.00",000,00
5105600475,3100,0.00,230.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000455,00010,00000,X,2026,0000000000,000000,"9,205.200",0000,0000,204,BOTL1800,BOTL1800,EA,230.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"101,654.89",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,562.20",000,00
5105600476,3100,0.00,145.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000458,00010,00000,X,2026,0000000000,000000,"5,571.000",0000,0000,204,CAGE1800,CAGE1800,EA,145.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"55,471.73",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,510.90",000,00
5105600477,3100,0.00,104.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000442,00010,00000,X,2026,0000000000,000000,"5,026.000",0000,0000,204,RKIT1800,RKIT1800,EA,104.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"72,778.05",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,588.08",000,00
5105600478,3100,0.00,75.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000468,00010,00000,X,2026,0000000000,000000,"5,026.000",0000,0000,204,RKIT1800,RKIT1800,EA,75.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"72,778.05",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,178.25",000,00
5105600479,3100,0.00,35.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000457,00010,00000,X,2026,0000000000,000000,"1,856.800",0000,0000,204,FAID1800,FAID1800,EA,35.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"46,211.98",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,879.55,000,00
5105600480,3100,0.00,182.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000444,00010,00000,X,2026,0000000000,000000,"4,675.200",0000,0000,204,CHSP1800,CHSP1800,EA,182.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"130,306.26",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"5,121.48",000,00
5105600481,3100,0.00,220.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000452,00010,00000,X,2026,0000000000,000000,"9,425.200",0000,0000,204,BOTL1800,BOTL1800,EA,220.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"104,094.69",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,439.80",000,00
5105600482,3100,0.00,155.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000441,00010,00000,X,2026,0000000000,000000,"5,726.000",0000,0000,204,CAGE1800,CAGE1800,EA,155.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"57,013.98",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,542.25",000,00
5105600483,3100,0.00,28.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000419,00010,00000,X,2026,0000000000,000000,"1,104.400",0000,0000,204,PUMP1800,PUMP1800,EA,28.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"22,959.63",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,631.68,000,00
5105600484,3100,0.00,112.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000459,00010,00000,X,2026,0000000000,000000,"4,787.200",0000,0000,204,CHSP1800,CHSP1800,EA,112.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"133,605.78",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"3,299.52",000,00
5105600485,3100,0.00,240.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000439,00010,00000,X,2026,0000000000,000000,"9,425.200",0000,0000,204,BOTL1800,BOTL1800,EA,240.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"104,094.69",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,745.60",000,00
5105600486,3100,0.00,87.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000448,00010,00000,X,2026,0000000000,000000,"5,113.000",0000,0000,204,RKIT1800,RKIT1800,EA,87.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"74,154.39",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,376.34",000,00
5105600487,3100,0.00,27.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000461,00010,00000,X,2026,0000000000,000000,"1,131.400",0000,0000,204,PUMP1800,PUMP1800,EA,27.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"23,563.89",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,604.26,000,00
5105600488,3100,0.00,240.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000453,00010,00000,X,2026,0000000000,000000,"9,665.200",0000,0000,204,BOTL1800,BOTL1800,EA,240.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"106,782.69",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,688.00",000,00
5105600489,3100,0.00,17.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000440,00010,00000,X,2026,0000000000,000000,946.800,0000,0000,204,EPAD1800,EPAD1800,EA,17.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"38,465.96",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,683.23,000,00
5105600490,3100,0.00,180.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000443,00010,00000,X,2026,0000000000,000000,"6,753.200",0000,0000,204,SHRT1800,SHRT1800,EA,180.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"95,050.64",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,637.00",000,00
5105600491,3100,0.00,137.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000462,00010,00000,X,2026,0000000000,000000,"5,412.000",0000,0000,204,RKIT1800,RKIT1800,EA,137.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"78,800.62",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,094.73",000,00
5105600492,3100,0.00,28.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000451,00010,00000,X,2026,0000000000,000000,"1,131.400",0000,0000,204,PUMP1800,PUMP1800,EA,28.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"23,563.89",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,637.28,000,00
5105600493,3100,0.00,220.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000454,00010,00000,X,2026,0000000000,000000,"10,015.200",0000,0000,204,BOTL1800,BOTL1800,EA,220.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"110,691.59",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,446.40",000,00
5105600494,3100,0.00,162.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000460,00010,00000,X,2026,0000000000,000000,"5,412.000",0000,0000,204,RKIT1800,RKIT1800,EA,162.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"78,800.62",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,551.50",000,00
5105600495,3100,0.00,130.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000463,00010,00000,X,2026,0000000000,000000,"10,015.200",0000,0000,204,BOTL1800,BOTL1800,EA,130.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"110,691.59",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,462.50",000,00
5105600496,3100,0.00,24.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000472,00010,00000,X,2026,0000000000,000000,"1,155.400",0000,0000,204,PUMP1800,PUMP1800,EA,24.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"24,118.29",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,554.40,000,00
5105600497,3100,0.00,155.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000473,00010,00000,X,2026,0000000000,000000,"5,881.000",0000,0000,204,CAGE1800,CAGE1800,EA,155.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"58,643.03",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,629.05",000,00
5105600498,3100,0.00,229.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000475,00010,00000,X,2026,0000000000,000000,"5,193.200",0000,0000,204,CHSP1800,CHSP1800,EA,229.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"145,567.89",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"6,760.08",000,00
5105600499,3100,0.00,155.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000474,00010,00000,X,2026,0000000000,000000,"6,036.000",0000,0000,204,CAGE1800,CAGE1800,EA,155.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"60,270.53",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,627.50",000,00
5105600500,3100,0.00,24.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000476,00010,00000,X,2026,0000000000,000000,"1,179.400",0000,0000,204,PUMP1800,PUMP1800,EA,24.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"24,669.33",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,551.04,000,00
5105600501,3100,0.00,17.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000478,00010,00000,X,2026,0000000000,000000,"1,420.800",0000,0000,204,KPAD1800,KPAD1800,EA,17.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"57,143.49",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,697.00,000,00
5105600502,3100,0.00,28.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000477,00010,00000,X,2026,0000000000,000000,"1,207.400",0000,0000,204,PUMP1800,PUMP1800,EA,28.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"25,325.93",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,656.60,000,00
5105600503,3100,0.00,177.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000465,00010,00000,X,2026,0000000000,000000,"5,193.200",0000,0000,204,CHSP1800,CHSP1800,EA,177.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"145,567.89",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"5,202.03",000,00
5105600504,3100,0.00,86.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000480,00010,00000,X,2026,0000000000,000000,"5,498.000",0000,0000,204,RKIT1800,RKIT1800,EA,86.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"80,159.42",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,358.80",000,00
5105600505,3100,0.00,220.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000481,00010,00000,X,2026,0000000000,000000,"6,256.000",0000,0000,204,CAGE1800,CAGE1800,EA,220.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"62,547.53",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,277.00",000,00
5105600506,3100,0.00,23.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000482,00010,00000,X,2026,0000000000,000000,"1,443.800",0000,0000,204,KPAD1800,KPAD1800,EA,23.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"58,085.80",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,942.31,000,00
5105600507,3100,0.00,29.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000483,00010,00000,X,2026,0000000000,000000,"1,885.800",0000,0000,204,FAID1800,FAID1800,EA,29.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"46,942.49",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,730.51,000,00
5105600508,3100,0.00,20.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000484,00010,00000,X,2026,0000000000,000000,966.800,0000,0000,204,EPAD1800,EPAD1800,EA,20.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"39,275.56",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,809.60,000,00
