BNBTR,BPMNG,BPRME,BUALT,BUKRS,BUZEI,BUZUM,BWART,BWLVS,DMBTR,DMBUM,EBELN,EBELP,ELIKZ,ERFME,ERFMG,GJAHR,GSBER,INSMK,KDEIN,KDPOS,KOKRS,KOSTL,KZBEW,KZSTR,LFBJA,LFPOS,LGORT,LIFNR,LINE_DEPTH,LINE_ID,MAA_URZEI,MANDT,MATNR,MBLNR,MEINS,MENGE,MJAHR,PALAN,PARENT_ID,PARGB,PBAMG,RSNUM,RSPOS,SGTXT,SHKZG,SJAHR,SMBLP,TBNUM,TBPOS,WAERS,WERKS,ZEILE
0.00,220.000,EA,0.00,US00,000,000,101,000,"2,180.20",0.00,4500000390,00010,X,EA,220.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,CAGE1800,5000000386,EA,220.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,22.000,EA,0.00,US00,000,000,101,000,491.70,0.00,4500000413,00010,X,EA,22.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,PUMP1800,5000000387,EA,22.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,38.000,EA,0.00,US00,000,000,101,000,994.08,0.00,4500000411,00010,X,EA,38.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,FAID1800,5000000388,EA,38.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,230.000,EA,0.00,US00,000,000,101,000,"2,587.50",0.00,4500000426,00010,X,EA,230.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,BOTL1800,5000000389,EA,230.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,100.000,EA,0.00,US00,000,000,101,000,"1,413.00",0.00,4500000424,00010,X,EA,100.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000001,0000,204,SHRT1800,5000000390,EA,100.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,31.000,EA,0.00,US00,000,000,101,000,811.89,0.00,4500000428,00010,X,EA,31.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,RHMT1800,5000000391,EA,31.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,79.000,EA,0.00,US00,000,000,101,000,"1,964.73",0.00,4500000427,00010,X,EA,79.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,FAID1800,5000000392,EA,79.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,29.000,EA,0.00,US00,000,000,101,000,792.28,0.00,4500000429,00010,X,EA,29.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,OHMT1800,5000000393,EA,29.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,220.000,EA,0.00,US00,000,000,101,000,"3,179.00",0.00,4500000445,00010,X,EA,220.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,SHRT1800,5000000394,EA,220.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,30.000,EA,0.00,US00,000,000,101,000,803.10,0.00,4500000446,00010,X,EA,30.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,OHMT1800,5000000395,EA,30.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,220.000,EA,0.00,US00,000,000,101,000,"3,148.20",0.00,4500000447,00010,X,EA,220.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000001,0000,204,SHRT1800,5000000396,EA,220.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,235.000,EA,0.00,US00,000,000,101,000,"2,342.95",0.00,4500000450,00010,X,EA,235.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000106800,00,000001,0000,204,CAGE1800,5000000397,EA,235.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,33.000,EA,0.00,US00,000,000,101,000,875.82,0.00,4500000449,00010,X,EA,33.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,OHMT1800,5000000398,EA,33.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,21.000,EA,0.00,US00,000,000,101,000,856.38,0.00,4500000417,00010,X,EA,21.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,KPAD1800,5000000399,EA,21.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,22.400,EA,0.00,US00,000,000,101,000,505.34,0.00,4500000419,00010,,EA,22.400,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,PUMP1800,5000000400,EA,22.400,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,5.600,EA,0.00,US00,000,000,101,000,126.34,0.00,4500000419,00010,X,EA,5.600,2026,BI00,X,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000002,0000,204,PUMP1800,5000000400,EA,5.600,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0002
0.00,175.000,EA,0.00,US00,000,000,101,000,"1,769.25",0.00,4500000422,00010,X,EA,175.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000106800,00,000001,0000,204,CAGE1800,5000000401,EA,175.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,28.000,EA,0.00,US00,000,000,101,000,641.76,0.00,4500000420,00010,X,EA,28.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,PUMP1800,5000000402,EA,28.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,85.000,EA,0.00,US00,000,000,101,000,874.65,0.00,4500000421,00010,X,EA,85.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,CAGE1800,5000000403,EA,85.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,30.000,EA,0.00,US00,000,000,101,000,809.10,0.00,4500000423,00010,X,EA,30.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,RHMT1800,5000000404,EA,30.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,116.000,EA,0.00,US00,000,000,101,000,"1,774.80",0.00,4500000425,00010,X,EA,116.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,RKIT1800,5000000405,EA,116.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,111.000,EA,0.00,US00,000,000,101,000,"2,826.06",0.00,4500000430,00010,X,EA,111.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,FAID1800,5000000406,EA,111.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,132.000,EA,0.00,US00,000,000,101,000,"1,452.00",0.00,4500000431,00010,,EA,132.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,BOTL1800,5000000407,EA,132.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,33.000,EA,0.00,US00,000,000,101,000,363.00,0.00,4500000431,00010,X,EA,33.000,2026,BI00,X,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000002,0000,204,BOTL1800,5000000407,EA,33.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0002
0.00,64.000,EA,0.00,US00,000,000,101,000,956.80,0.00,4500000432,00010,X,EA,64.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,RKIT1800,5000000408,EA,64.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,205.000,EA,0.00,US00,000,000,101,000,"2,095.10",0.00,4500000433,00010,X,EA,205.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,CAGE1800,5000000409,EA,205.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,184.000,EA,0.00,US00,000,000,101,000,"2,049.76",0.00,4500000455,00010,,EA,184.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,BOTL1800,5000000410,EA,184.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,46.000,EA,0.00,US00,000,000,101,000,512.44,0.00,4500000455,00010,X,EA,46.000,2026,BI00,X,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000002,0000,204,BOTL1800,5000000410,EA,46.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0002
0.00,140.000,EA,0.00,US00,000,000,101,000,"1,444.80",0.00,4500000434,00010,X,EA,140.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000106800,00,000001,0000,204,CAGE1800,5000000411,EA,140.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,180.000,EA,0.00,US00,000,000,101,000,"2,064.60",0.00,4500000456,00010,X,EA,180.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,BOTL1800,5000000412,EA,180.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,35.000,EA,0.00,US00,000,000,101,000,879.55,0.00,4500000457,00010,X,EA,35.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,FAID1800,5000000413,EA,35.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,145.000,EA,0.00,US00,000,000,101,000,"1,510.90",0.00,4500000458,00010,X,EA,145.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000106800,00,000001,0000,204,CAGE1800,5000000414,EA,145.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,19.000,EA,0.00,US00,000,000,101,000,795.34,0.00,4500000466,00010,X,EA,19.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,EPAD1800,5000000415,EA,19.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,168.000,EA,0.00,US00,000,000,101,000,"2,604.00",0.00,4500000464,00010,X,EA,168.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,RKIT1800,5000000416,EA,168.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,22.000,EA,0.00,US00,000,000,101,000,510.84,0.00,4500000467,00010,X,EA,22.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,PUMP1800,5000000417,EA,22.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,75.000,EA,0.00,US00,000,000,101,000,"1,178.25",0.00,4500000468,00010,X,EA,75.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,RKIT1800,5000000418,EA,75.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,21.000,EA,0.00,US00,000,000,101,000,873.81,0.00,4500000469,00010,X,EA,21.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000001,0000,204,EPAD1800,5000000419,EA,21.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,240.000,EA,0.00,US00,000,000,101,000,"2,745.60",0.00,4500000439,00010,X,EA,240.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,BOTL1800,5000000420,EA,240.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,17.000,EA,0.00,US00,000,000,101,000,683.23,0.00,4500000440,00010,X,EA,17.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,EPAD1800,5000000421,EA,17.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,104.000,EA,0.00,US00,000,000,101,000,"1,588.08",0.00,4500000442,00010,X,EA,104.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,RKIT1800,5000000422,EA,104.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,155.000,EA,0.00,US00,000,000,101,000,"1,542.25",0.00,4500000441,00010,X,EA,155.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,CAGE1800,5000000423,EA,155.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,180.000,EA,0.00,US00,000,000,101,000,"2,637.00",0.00,4500000443,00010,X,EA,180.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,SHRT1800,5000000424,EA,180.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,182.000,EA,0.00,US00,000,000,101,000,"5,121.48",0.00,4500000444,00010,X,EA,182.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0001003070,00,000001,0000,204,CHSP1800,5000000425,EA,182.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,220.000,EA,0.00,US00,000,000,101,000,"2,439.80",0.00,4500000452,00010,X,EA,220.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,BOTL1800,5000000426,EA,220.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,28.000,EA,0.00,US00,000,000,101,000,637.28,0.00,4500000451,00010,X,EA,28.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,PUMP1800,5000000427,EA,28.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,112.000,EA,0.00,US00,000,000,101,000,"3,299.52",0.00,4500000459,00010,X,EA,112.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0001003070,00,000001,0000,204,CHSP1800,5000000428,EA,112.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,87.000,EA,0.00,US00,000,000,101,000,"1,376.34",0.00,4500000448,00010,X,EA,87.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,RKIT1800,5000000429,EA,87.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,27.000,EA,0.00,US00,000,000,101,000,604.26,0.00,4500000461,00010,X,EA,27.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,PUMP1800,5000000430,EA,27.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,240.000,EA,0.00,US00,000,000,101,000,"2,688.00",0.00,4500000453,00010,X,EA,240.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,BOTL1800,5000000431,EA,240.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,162.000,EA,0.00,US00,000,000,101,000,"2,551.50",0.00,4500000460,00010,X,EA,162.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,RKIT1800,5000000432,EA,162.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,220.000,EA,0.00,US00,000,000,101,000,"2,446.40",0.00,4500000454,00010,X,EA,220.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,BOTL1800,5000000433,EA,220.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,137.000,EA,0.00,US00,000,000,101,000,"2,094.73",0.00,4500000462,00010,X,EA,137.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,RKIT1800,5000000434,EA,137.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,130.000,EA,0.00,US00,000,000,101,000,"1,462.50",0.00,4500000463,00010,X,EA,130.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,BOTL1800,5000000435,EA,130.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,177.000,EA,0.00,US00,000,000,101,000,"5,202.03",0.00,4500000465,00010,X,EA,177.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0001003070,00,000001,0000,204,CHSP1800,5000000436,EA,177.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,49.600,EA,0.00,US00,000,000,101,000,"1,749.89",0.00,4500000470,00010,,EA,49.600,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000001,0000,204,CHLK1800,5000000437,EA,49.600,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,12.400,EA,0.00,US00,000,000,101,000,437.47,0.00,4500000470,00010,X,EA,12.400,2026,BI00,X,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000002,0000,204,CHLK1800,5000000437,EA,12.400,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0002
0.00,19.200,EA,0.00,US00,000,000,101,000,772.61,0.00,4500000471,00010,,EA,19.200,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,KPAD1800,5000000438,EA,19.200,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,4.800,EA,0.00,US00,000,000,101,000,193.15,0.00,4500000471,00010,X,EA,4.800,2026,BI00,X,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000002,0000,204,KPAD1800,5000000438,EA,4.800,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0002
0.00,24.000,EA,0.00,US00,000,000,101,000,554.40,0.00,4500000472,00010,X,EA,24.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,PUMP1800,5000000439,EA,24.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,155.000,EA,0.00,US00,000,000,101,000,"1,629.05",0.00,4500000473,00010,X,EA,155.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000106800,00,000001,0000,204,CAGE1800,5000000440,EA,155.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,229.000,EA,0.00,US00,000,000,101,000,"6,760.08",0.00,4500000475,00010,X,EA,229.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000105800,00,000001,0000,204,CHSP1800,5000000441,EA,229.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,155.000,EA,0.00,US00,000,000,101,000,"1,627.50",0.00,4500000474,00010,X,EA,155.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,CAGE1800,5000000442,EA,155.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,24.000,EA,0.00,US00,000,000,101,000,551.04,0.00,4500000476,00010,X,EA,24.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,PUMP1800,5000000443,EA,24.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,17.000,EA,0.00,US00,000,000,101,000,697.00,0.00,4500000478,00010,X,EA,17.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,KPAD1800,5000000444,EA,17.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,28.000,EA,0.00,US00,000,000,101,000,656.60,0.00,4500000477,00010,X,EA,28.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,PUMP1800,5000000445,EA,28.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,86.000,EA,0.00,US00,000,000,101,000,"1,358.80",0.00,4500000480,00010,X,EA,86.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,RKIT1800,5000000446,EA,86.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,33.000,EA,0.00,US00,000,000,101,000,904.86,0.00,4500000479,00010,X,EA,33.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,RHMT1800,5000000447,EA,33.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,220.000,EA,0.00,US00,000,000,101,000,"2,277.00",0.00,4500000481,00010,X,EA,220.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,CAGE1800,5000000448,EA,220.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,23.000,EA,0.00,US00,000,000,101,000,942.31,0.00,4500000482,00010,X,EA,23.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,KPAD1800,5000000449,EA,23.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,29.000,EA,0.00,US00,000,000,101,000,730.51,0.00,4500000483,00010,X,EA,29.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,FAID1800,5000000450,EA,29.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,20.000,EA,0.00,US00,000,000,101,000,809.60,0.00,4500000484,00010,X,EA,20.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000001,0000,204,EPAD1800,5000000451,EA,20.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,152.19,0.00,,00000,,EA,3.800,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,KPAD1800,4900038032,EA,3.800,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,553,000,144.07,0.00,,00000,,EA,5.600,2026,BI00,0,0000,000000,NA00,NAPC1000,,2,0000,0000,TG00,,00,000001,0000,204,RHMT1800,4900038033,EA,5.600,2026,0,000000,BI00,0.000,0000000000,0000,Muss leider verschrottet werden.,H,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,553,000,419.43,0.00,,00000,,EA,30.000,2026,BI00,0,0000,000000,NA00,NAPC1000,,2,0000,0000,TG00,,00,000001,0000,204,SHRT1800,4900038034,EA,30.000,2026,0,000000,BI00,0.000,0000000000,0000,Muss leider verschrottet werden.,H,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,159.70,0.00,,00000,,EA,6.200,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,OHMT1800,4900038035,EA,6.200,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,354.09,0.00,,00000,,EA,25.000,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,RKIT1800,4900038036,EA,25.000,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,487.16,0.00,,00000,,EA,17.600,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,CHSP1800,4900038037,EA,17.600,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,247.40,0.00,,00000,,EA,17.400,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,RKIT1800,4900038038,EA,17.400,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,233.18,0.00,,00000,,EA,16.400,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,RKIT1800,4900038039,EA,16.400,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,373.91,0.00,,00000,,EA,34.000,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,BOTL1800,4900038040,EA,34.000,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
