ARKUEMW,ARKUEN,BELNR,BEZNK,BLART,BLDAT,BUDAT,BUKRS,CPUDT,CPUTM,CTXKRS,GJAHR,KURSF,LIEFFMW,LIEFFN,LIFNR,LOGSYS,MAKZMW,MAKZN,MANDT,MONAT,MWSKZ1,QSFBT,QSSHB,RBSTAT,REBZJ,RMWWR,SAPRL,STJAH,TCODE,TXDAT,TXDAT_FROM,TXKRS,USNAM,VATDATE,VGART,WAERS,WMWST1,WMWST2,WSKTO,XMWST,XRBTX,XRECH,ZBD1P,ZBD1T,ZBD2P,ZBD2T,ZBD3T,ZFBDT
0.00,0.00,5105600430,0.00,RE,07/08/2026,06/01/2026,US00,07/09/2026,14:14:00,0.00000,2026,1.00000,0.00,0.00,0000105800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,682.12",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600431,0.00,RE,07/08/2026,06/01/2026,US00,07/09/2026,14:30:00,0.00000,2026,1.00000,0.00,0.00,0000103800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,829.60,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600432,0.00,RE,07/08/2026,06/01/2026,US00,07/08/2026,19:31:00,0.00000,2026,1.00000,0.00,0.00,0000103800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,755.64,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600433,0.00,RE,07/08/2026,06/01/2026,US00,07/09/2026,14:11:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,482.24",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600434,0.00,RE,07/08/2026,06/01/2026,US00,07/09/2026,14:23:00,0.00000,2026,1.00000,0.00,0.00,0001003070,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,071.49",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600435,0.00,RE,07/09/2026,06/01/2026,US00,07/10/2026,14:09:00,0.00000,2026,1.00000,0.00,0.00,0000109800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"3,100.30",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600436,0.00,RE,07/09/2026,06/01/2026,US00,07/10/2026,14:25:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,777.30,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600437,0.00,RE,07/08/2026,06/01/2026,US00,07/09/2026,14:51:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"3,171.25",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600438,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,15:17:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,180.20",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600439,0.00,RE,07/09/2026,06/01/2026,US00,07/10/2026,14:39:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,491.70,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600440,0.00,RE,07/09/2026,06/01/2026,US00,07/09/2026,20:06:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,752.36,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600441,0.00,RE,07/09/2026,06/01/2026,US00,07/09/2026,21:12:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,009.04",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600442,0.00,RE,07/09/2026,06/01/2026,US00,07/09/2026,22:49:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,533.14,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600443,0.00,RE,07/09/2026,06/01/2026,US00,07/10/2026,14:13:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,972.27,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600444,0.00,RE,07/09/2026,06/01/2026,US00,07/10/2026,14:22:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,492.58,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600445,0.00,RE,07/10/2026,06/01/2026,US00,07/13/2026,14:10:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,792.28,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600446,0.00,RE,07/09/2026,06/01/2026,US00,07/10/2026,14:32:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,863.26,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600447,0.00,RE,07/09/2026,06/01/2026,US00,07/10/2026,14:44:00,0.00000,2026,1.00000,0.00,0.00,0000103800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,702.10,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600448,0.00,RE,07/10/2026,06/01/2026,US00,07/13/2026,14:32:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,803.10,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600449,0.00,RE,07/09/2026,06/01/2026,US00,07/10/2026,15:07:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,994.08,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600450,0.00,RE,07/10/2026,06/01/2026,US00,07/13/2026,14:21:00,0.00000,2026,1.00000,0.00,0.00,0000106800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,342.95",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600451,0.00,RE,07/10/2026,06/01/2026,US00,07/13/2026,14:51:00,0.00000,2026,1.00000,0.00,0.00,0000109800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"3,148.20",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600452,0.00,RE,07/09/2026,06/01/2026,US00,07/10/2026,15:39:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,835.45,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600453,0.00,RE,07/10/2026,06/01/2026,US00,07/10/2026,19:07:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,964.73",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600454,0.00,RE,07/10/2026,06/01/2026,US00,07/10/2026,19:39:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,587.50",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600455,0.00,RE,07/10/2026,06/01/2026,US00,07/10/2026,21:34:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,811.89,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600456,0.00,RE,07/10/2026,06/01/2026,US00,07/13/2026,14:11:00,0.00000,2026,1.00000,0.00,0.00,0000109800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,413.00",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600457,0.00,RE,07/11/2026,06/01/2026,US00,07/14/2026,14:15:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,641.76,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600458,0.00,RE,07/10/2026,06/01/2026,US00,07/13/2026,14:35:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"3,179.00",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600459,0.00,RE,07/11/2026,06/01/2026,US00,07/14/2026,14:33:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,826.06",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600460,0.00,RE,07/10/2026,06/01/2026,US00,07/13/2026,14:45:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,875.82,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600461,0.00,RE,07/11/2026,06/01/2026,US00,07/14/2026,14:57:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,095.10",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600462,0.00,RE,07/11/2026,06/01/2026,US00,07/13/2026,22:02:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,809.10,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600463,0.00,RE,07/11/2026,06/01/2026,US00,07/13/2026,19:28:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,874.65,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600464,0.00,RE,07/11/2026,06/01/2026,US00,07/13/2026,22:13:00,0.00000,2026,1.00000,0.00,0.00,0000106800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,444.80",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600465,0.00,RE,07/13/2026,06/01/2026,US00,07/14/2026,14:44:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,795.34,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600466,0.00,RE,07/11/2026,06/01/2026,US00,07/13/2026,22:41:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,774.80",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600467,0.00,RE,07/13/2026,06/01/2026,US00,07/13/2026,19:51:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,510.84,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600468,0.00,RE,07/11/2026,06/01/2026,US00,07/14/2026,14:09:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,856.38,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600469,0.00,RE,07/13/2026,06/01/2026,US00,07/14/2026,15:13:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,604.00",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600470,0.00,RE,07/11/2026,06/01/2026,US00,07/14/2026,14:22:00,0.00000,2026,1.00000,0.00,0.00,0000106800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,769.25",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600471,0.00,RE,07/12/2026,06/01/2026,US00,07/14/2026,14:35:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,064.60",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600472,0.00,RE,07/11/2026,06/01/2026,US00,07/14/2026,14:48:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,956.80,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600473,0.00,RE,07/13/2026,06/01/2026,US00,07/14/2026,14:58:00,0.00000,2026,1.00000,0.00,0.00,0000103800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,873.81,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600474,0.00,RE,07/11/2026,06/01/2026,US00,07/14/2026,15:38:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,815.00",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600475,0.00,RE,07/12/2026,06/01/2026,US00,07/14/2026,15:53:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,562.20",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600476,0.00,RE,07/12/2026,06/01/2026,US00,07/14/2026,15:14:00,0.00000,2026,1.00000,0.00,0.00,0000106800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,510.90",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600477,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,14:08:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,588.08",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600478,0.00,RE,07/13/2026,06/01/2026,US00,07/14/2026,15:30:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,178.25",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600479,0.00,RE,07/12/2026,06/01/2026,US00,07/14/2026,15:46:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,879.55,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600480,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,14:23:00,0.00000,2026,1.00000,0.00,0.00,0001003070,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"5,121.48",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600481,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,15:02:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,439.80",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600482,0.00,RE,07/14/2026,06/01/2026,US00,07/14/2026,19:02:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,542.25",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600483,0.00,RE,07/11/2026,06/01/2026,US00,07/14/2026,17:14:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,631.68,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600484,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,14:50:00,0.00000,2026,1.00000,0.00,0.00,0001003070,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"3,299.52",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600485,0.00,RE,07/14/2026,06/01/2026,US00,07/14/2026,19:15:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,745.60",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600486,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,14:38:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,376.34",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600487,0.00,RE,07/14/2026,06/01/2026,US00,07/14/2026,20:27:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,604.26,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600488,0.00,RE,07/14/2026,06/01/2026,US00,07/14/2026,21:58:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,688.00",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600489,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,14:08:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,683.23,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600490,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,14:24:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,637.00",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600491,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,15:17:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,094.73",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600492,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,14:34:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,637.28,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600493,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,14:42:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,446.40",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
