CHANGENR,CHANGE_IND,LANGU,MANDANT,OBJECTCLAS,OBJECTID,TCODE,UDATE,USERNAME,UTIME,VERSION,_DATAAGING
0000735776,I,D,204,EINKBELEG,4500000364,ME21N,06/12/2026,buyer_mi00,08:21:00,000,00/00/0000
0000735781,I,D,204,EINKBELEG,4500000365,ME21N,06/15/2026,buyer_mi00,10:56:40,000,00/00/0000
0000735786,I,D,204,EINKBELEG,4500000366,ME21N,06/15/2026,buyer_mi00,11:09:40,000,00/00/0000
0000735791,I,D,204,EINKBELEG,4500000367,ME21N,06/15/2026,buyer_mi00,13:08:00,000,00/00/0000
0000735796,I,D,204,EINKBELEG,4500000368,ME21N,06/15/2026,buyer_mi00,13:21:00,000,00/00/0000
0000735801,I,D,204,EINKBELEG,4500000369,ME21N,06/15/2026,buyer_mi00,14:14:12,000,00/00/0000
0000735806,I,D,204,EINKBELEG,4500000370,ME21N,06/15/2026,buyer_mi00,15:44:32,000,00/00/0000
0000735811,I,D,204,EINKBELEG,4500000371,ME21N,06/16/2026,buyer_mi00,08:12:00,000,00/00/0000
0000735816,I,D,204,EINKBELEG,4500000372,ME21N,06/16/2026,buyer_mi00,08:20:00,000,00/00/0000
0000735820,U,D,204,ADRESSE,ME020000130222,,06/16/2026,inventory_manager_mi00,08:18:00,000,00/00/0000
0000735823,U,D,204,ADRESSE,ME020000130223,ME21N,06/16/2026,buyer_mi00,09:29:00,000,00/00/0000
0000735825,U,D,204,ADRESSE,ME020000130224,,06/16/2026,inventory_manager_mi00,08:29:00,000,00/00/0000
0000735830,U,D,204,ADRESSE,ME020000130225,ME21N,06/16/2026,buyer_mi00,10:04:00,000,00/00/0000
0000735832,U,D,204,ADRESSE,ME020000130226,,06/16/2026,inventory_manager_mi00,08:46:00,000,00/00/0000
0000735837,U,D,204,ADRESSE,ME020000130227,ME21N,06/16/2026,buyer_mi00,10:40:18,000,00/00/0000
0000735839,U,D,204,ADRESSE,ME020000130228,,06/16/2026,inventory_manager_mi00,09:29:18,000,00/00/0000
0000735842,U,D,204,ADRESSE,ME020000130229,ME21N,06/16/2026,buyer_mi00,10:32:18,000,00/00/0000
0000735844,U,D,204,ADRESSE,ME020000130230,,06/16/2026,inventory_manager_mi00,09:43:37,000,00/00/0000
0000735847,U,D,204,ADRESSE,ME020000130231,ME21N,06/16/2026,buyer_mi00,11:56:37,000,00/00/0000
0000735849,U,D,204,ADRESSE,ME020000130232,,06/16/2026,inventory_manager_mi00,13:21:43,000,00/00/0000
0000735854,U,D,204,ADRESSE,ME020000130233,ME21N,06/16/2026,buyer_mi00,14:59:43,000,00/00/0000
0000735856,U,D,204,ADRESSE,ME020000130234,,06/16/2026,inventory_manager_mi00,14:17:38,000,00/00/0000
0000735859,U,D,204,ADRESSE,ME020000130235,ME21N,06/16/2026,buyer_mi00,16:51:38,000,00/00/0000
0000735861,U,D,204,ADRESSE,ME020000130236,,06/16/2026,inventory_manager_mi00,14:33:07,000,00/00/0000
0000735864,U,D,204,ADRESSE,ME020000130237,ME21N,06/17/2026,buyer_mi00,08:13:00,000,00/00/0000
0000735866,U,D,204,ADRESSE,ME020000130238,,06/16/2026,inventory_manager_mi00,15:24:25,000,00/00/0000
0000735869,U,D,204,ADRESSE,ME020000130239,ME21N,06/17/2026,buyer_mi00,08:28:00,000,00/00/0000
0000735871,U,D,204,ADRESSE,ME020000130240,,06/16/2026,inventory_manager_mi00,15:50:39,000,00/00/0000
0000735874,U,D,204,ADRESSE,ME020000130241,ME21N,06/17/2026,buyer_mi00,08:37:00,000,00/00/0000
0000735876,U,D,204,ADRESSE,ME020000130242,,06/16/2026,inventory_manager_mi00,16:10:43,000,00/00/0000
0000735879,U,D,204,ADRESSE,ME020000130243,ME21N,06/17/2026,buyer_mi00,08:46:00,000,00/00/0000
0000735881,U,D,204,ADRESSE,ME020000130244,,06/17/2026,inventory_manager_mi00,08:18:00,000,00/00/0000
0000735884,U,D,204,ADRESSE,ME020000130245,ME21N,06/17/2026,buyer_mi00,10:09:00,000,00/00/0000
0000735886,U,D,204,ADRESSE,ME020000130246,,06/17/2026,inventory_manager_mi00,08:52:23,000,00/00/0000
0000735889,U,D,204,ADRESSE,ME020000130247,ME21N,06/17/2026,buyer_mi00,11:30:23,000,00/00/0000
0000735891,U,D,204,ADRESSE,ME020000130248,,06/17/2026,inventory_manager_mi00,09:30:36,000,00/00/0000
0000735894,U,D,204,ADRESSE,ME020000130249,ME21N,06/17/2026,buyer_mi00,10:49:36,000,00/00/0000
0000735896,U,D,204,ADRESSE,ME020000130250,,06/17/2026,inventory_manager_mi00,09:48:36,000,00/00/0000
0000735819,I,D,204,BANF,0010000411,,06/16/2026,inventory_manager_mi00,08:18:00,000,00/00/0000
0000735822,U,D,204,BANF,0010000411,ME21N,06/16/2026,buyer_mi00,09:29:00,000,00/00/0000
0000735824,I,D,204,BANF,0010000412,,06/16/2026,inventory_manager_mi00,08:29:00,000,00/00/0000
0000735829,U,D,204,BANF,0010000412,ME21N,06/16/2026,buyer_mi00,10:04:00,000,00/00/0000
0000735831,I,D,204,BANF,0010000413,,06/16/2026,inventory_manager_mi00,08:46:00,000,00/00/0000
0000735836,U,D,204,BANF,0010000413,ME21N,06/16/2026,buyer_mi00,10:40:18,000,00/00/0000
0000735838,I,D,204,BANF,0010000414,,06/16/2026,inventory_manager_mi00,09:29:18,000,00/00/0000
0000735841,U,D,204,BANF,0010000414,ME21N,06/16/2026,buyer_mi00,10:32:18,000,00/00/0000
0000735843,I,D,204,BANF,0010000415,,06/16/2026,inventory_manager_mi00,09:43:37,000,00/00/0000
0000735846,U,D,204,BANF,0010000415,ME21N,06/16/2026,buyer_mi00,11:56:37,000,00/00/0000
0000735848,I,D,204,BANF,0010000416,,06/16/2026,inventory_manager_mi00,13:21:43,000,00/00/0000
0000735853,U,D,204,BANF,0010000416,ME21N,06/16/2026,buyer_mi00,14:59:43,000,00/00/0000
0000735855,I,D,204,BANF,0010000417,,06/16/2026,inventory_manager_mi00,14:17:38,000,00/00/0000
0000735858,U,D,204,BANF,0010000417,ME21N,06/16/2026,buyer_mi00,16:51:38,000,00/00/0000
0000735860,I,D,204,BANF,0010000418,,06/16/2026,inventory_manager_mi00,14:33:07,000,00/00/0000
0000735863,U,D,204,BANF,0010000418,ME21N,06/17/2026,buyer_mi00,08:13:00,000,00/00/0000
0000735865,I,D,204,BANF,0010000419,,06/16/2026,inventory_manager_mi00,15:24:25,000,00/00/0000
0000735868,U,D,204,BANF,0010000419,ME21N,06/17/2026,buyer_mi00,08:28:00,000,00/00/0000
0000735870,I,D,204,BANF,0010000420,,06/16/2026,inventory_manager_mi00,15:50:39,000,00/00/0000
0000735873,U,D,204,BANF,0010000420,ME21N,06/17/2026,buyer_mi00,08:37:00,000,00/00/0000
0000735875,I,D,204,BANF,0010000421,,06/16/2026,inventory_manager_mi00,16:10:43,000,00/00/0000
0000735878,U,D,204,BANF,0010000421,ME21N,06/17/2026,buyer_mi00,08:46:00,000,00/00/0000
0000735880,I,D,204,BANF,0010000422,,06/17/2026,inventory_manager_mi00,08:18:00,000,00/00/0000
0000735883,U,D,204,BANF,0010000422,ME21N,06/17/2026,buyer_mi00,10:09:00,000,00/00/0000
0000735885,I,D,204,BANF,0010000423,,06/17/2026,inventory_manager_mi00,08:52:23,000,00/00/0000
0000735888,U,D,204,BANF,0010000423,ME21N,06/17/2026,buyer_mi00,11:30:23,000,00/00/0000
0000735890,I,D,204,BANF,0010000424,,06/17/2026,inventory_manager_mi00,09:30:36,000,00/00/0000
0000735893,U,D,204,BANF,0010000424,ME21N,06/17/2026,buyer_mi00,10:49:36,000,00/00/0000
0000735895,I,D,204,BANF,0010000425,,06/17/2026,inventory_manager_mi00,09:48:36,000,00/00/0000
0000736385,U,D,204,BUPA_BUP,0001003070,,07/09/2026,accounts_payable_clerk_mi00,09:42:00,000,00/00/0000
0000736390,U,D,204,BUPA_BUP,0001003070,,07/09/2026,accounts_payable_clerk_mi00,13:11:00,000,00/00/0000
0000735821,I,D,204,EINKBELEG,4500000373,ME21N,06/16/2026,buyer_mi00,09:29:00,000,00/00/0000
0000735828,I,D,204,EINKBELEG,4500000374,ME21N,06/16/2026,buyer_mi00,10:04:00,000,00/00/0000
0000735835,I,D,204,EINKBELEG,4500000375,ME21N,06/16/2026,buyer_mi00,10:40:18,000,00/00/0000
0000735840,I,D,204,EINKBELEG,4500000376,ME21N,06/16/2026,buyer_mi00,10:32:18,000,00/00/0000
0000735845,I,D,204,EINKBELEG,4500000377,ME21N,06/16/2026,buyer_mi00,11:56:37,000,00/00/0000
0000735852,I,D,204,EINKBELEG,4500000378,ME21N,06/16/2026,buyer_mi00,14:59:43,000,00/00/0000
0000735857,I,D,204,EINKBELEG,4500000379,ME21N,06/16/2026,buyer_mi00,16:51:38,000,00/00/0000
0000735862,I,D,204,EINKBELEG,4500000380,ME21N,06/17/2026,buyer_mi00,08:13:00,000,00/00/0000
0000735867,I,D,204,EINKBELEG,4500000381,ME21N,06/17/2026,buyer_mi00,08:28:00,000,00/00/0000
0000735872,I,D,204,EINKBELEG,4500000382,ME21N,06/17/2026,buyer_mi00,08:37:00,000,00/00/0000
0000735877,I,D,204,EINKBELEG,4500000383,ME21N,06/17/2026,buyer_mi00,08:46:00,000,00/00/0000
0000735882,I,D,204,EINKBELEG,4500000384,ME21N,06/17/2026,buyer_mi00,10:09:00,000,00/00/0000
0000735887,I,D,204,EINKBELEG,4500000385,ME21N,06/17/2026,buyer_mi00,11:30:23,000,00/00/0000
0000735892,I,D,204,EINKBELEG,4500000386,ME21N,06/17/2026,buyer_mi00,10:49:36,000,00/00/0000
0000735833,U,D,204,KRED,0000105800,XK02,06/29/2026,accounts_payable_clerk_mi00,09:48:00,000,00/00/0000
0000735826,U,D,204,KRED,0001003070,XK02,06/29/2026,accounts_payable_clerk_mi00,09:13:00,000,00/00/0000
0000735850,U,D,204,KRED,0001003070,XK02,06/29/2026,accounts_payable_clerk_mi00,11:10:00,000,00/00/0000
0000735899,U,D,204,ADRESSE,ME020000130251,ME21N,06/17/2026,buyer_mi00,13:03:00,000,00/00/0000
0000735901,U,D,204,ADRESSE,ME020000130252,,06/17/2026,inventory_manager_mi00,10:32:03,000,00/00/0000
0000735904,U,D,204,ADRESSE,ME020000130253,ME21N,06/17/2026,buyer_mi00,13:12:00,000,00/00/0000
0000735906,U,D,204,ADRESSE,ME020000130254,,06/17/2026,inventory_manager_mi00,10:55:34,000,00/00/0000
0000735909,U,D,204,ADRESSE,ME020000130255,ME21N,06/17/2026,buyer_mi00,11:51:34,000,00/00/0000
0000735911,U,D,204,ADRESSE,ME020000130256,,06/17/2026,inventory_manager_mi00,11:42:43,000,00/00/0000
0000735913,U,D,204,ADRESSE,ME020000130257,,06/17/2026,inventory_manager_mi00,13:29:00,000,00/00/0000
0000735916,U,D,204,ADRESSE,ME020000130258,ME21N,06/17/2026,buyer_mi00,13:24:43,000,00/00/0000
0000735919,U,D,204,ADRESSE,ME020000130259,ME21N,06/17/2026,buyer_mi00,14:51:00,000,00/00/0000
0000735921,U,D,204,ADRESSE,ME020000130260,,06/17/2026,inventory_manager_mi00,14:01:03,000,00/00/0000
0000735924,U,D,204,ADRESSE,ME020000130261,ME21N,06/17/2026,buyer_mi00,16:43:03,000,00/00/0000
0000735926,U,D,204,ADRESSE,ME020000130262,,06/17/2026,inventory_manager_mi00,15:18:29,000,00/00/0000
0000735929,U,D,204,ADRESSE,ME020000130263,ME21N,06/18/2026,buyer_mi00,08:09:00,000,00/00/0000
0000735931,U,D,204,ADRESSE,ME020000130264,,06/17/2026,inventory_manager_mi00,15:39:05,000,00/00/0000
0000735934,U,D,204,ADRESSE,ME020000130265,ME21N,06/17/2026,buyer_mi00,16:19:05,000,00/00/0000
0000735936,U,D,204,ADRESSE,ME020000130266,,06/18/2026,inventory_manager_mi00,08:18:40,000,00/00/0000
0000735938,U,D,204,ADRESSE,ME020000130267,,06/18/2026,inventory_manager_mi00,09:10:45,000,00/00/0000
0000735941,U,D,204,ADRESSE,ME020000130268,ME21N,06/18/2026,buyer_mi00,09:28:40,000,00/00/0000
0000735944,U,D,204,ADRESSE,ME020000130269,ME21N,06/18/2026,buyer_mi00,11:45:45,000,00/00/0000
0000735946,U,D,204,ADRESSE,ME020000130270,,06/18/2026,inventory_manager_mi00,10:13:36,000,00/00/0000
0000735949,U,D,204,ADRESSE,ME020000130271,ME21N,06/18/2026,buyer_mi00,13:25:00,000,00/00/0000
0000735951,U,D,204,ADRESSE,ME020000130272,,06/18/2026,inventory_manager_mi00,10:51:23,000,00/00/0000
0000735954,U,D,204,ADRESSE,ME020000130273,ME21N,06/18/2026,buyer_mi00,13:47:23,000,00/00/0000
0000735956,U,D,204,ADRESSE,ME020000130274,,06/18/2026,inventory_manager_mi00,14:38:56,000,00/00/0000
0000735959,U,D,204,ADRESSE,ME020000130275,ME21N,06/19/2026,buyer_mi00,08:08:00,000,00/00/0000
0000735961,U,D,204,ADRESSE,ME020000130276,,06/18/2026,inventory_manager_mi00,15:10:15,000,00/00/0000
0000735964,U,D,204,ADRESSE,ME020000130277,ME21N,06/19/2026,buyer_mi00,08:16:00,000,00/00/0000
0000735966,U,D,204,ADRESSE,ME020000130278,,06/18/2026,inventory_manager_mi00,15:27:11,000,00/00/0000
0000735898,U,D,204,BANF,0010000425,ME21N,06/17/2026,buyer_mi00,13:03:00,000,00/00/0000
0000735900,I,D,204,BANF,0010000426,,06/17/2026,inventory_manager_mi00,10:32:03,000,00/00/0000
0000735903,U,D,204,BANF,0010000426,ME21N,06/17/2026,buyer_mi00,13:12:00,000,00/00/0000
0000735905,I,D,204,BANF,0010000427,,06/17/2026,inventory_manager_mi00,10:55:34,000,00/00/0000
0000735908,U,D,204,BANF,0010000427,ME21N,06/17/2026,buyer_mi00,11:51:34,000,00/00/0000
0000735910,I,D,204,BANF,0010000428,,06/17/2026,inventory_manager_mi00,11:42:43,000,00/00/0000
0000735915,U,D,204,BANF,0010000428,ME21N,06/17/2026,buyer_mi00,13:24:43,000,00/00/0000
0000735912,I,D,204,BANF,0010000429,,06/17/2026,inventory_manager_mi00,13:29:00,000,00/00/0000
0000735918,U,D,204,BANF,0010000429,ME21N,06/17/2026,buyer_mi00,14:51:00,000,00/00/0000
0000735920,I,D,204,BANF,0010000430,,06/17/2026,inventory_manager_mi00,14:01:03,000,00/00/0000
0000735923,U,D,204,BANF,0010000430,ME21N,06/17/2026,buyer_mi00,16:43:03,000,00/00/0000
0000735925,I,D,204,BANF,0010000431,,06/17/2026,inventory_manager_mi00,15:18:29,000,00/00/0000
0000735928,U,D,204,BANF,0010000431,ME21N,06/18/2026,buyer_mi00,08:09:00,000,00/00/0000
0000735930,I,D,204,BANF,0010000432,,06/17/2026,inventory_manager_mi00,15:39:05,000,00/00/0000
0000735933,U,D,204,BANF,0010000432,ME21N,06/17/2026,buyer_mi00,16:19:05,000,00/00/0000
0000735935,I,D,204,BANF,0010000433,,06/18/2026,inventory_manager_mi00,08:18:40,000,00/00/0000
0000735940,U,D,204,BANF,0010000433,ME21N,06/18/2026,buyer_mi00,09:28:40,000,00/00/0000
0000735937,I,D,204,BANF,0010000434,,06/18/2026,inventory_manager_mi00,09:10:45,000,00/00/0000
0000735943,U,D,204,BANF,0010000434,ME21N,06/18/2026,buyer_mi00,11:45:45,000,00/00/0000
0000735945,I,D,204,BANF,0010000435,,06/18/2026,inventory_manager_mi00,10:13:36,000,00/00/0000
0000735948,U,D,204,BANF,0010000435,ME21N,06/18/2026,buyer_mi00,13:25:00,000,00/00/0000
0000735950,I,D,204,BANF,0010000436,,06/18/2026,inventory_manager_mi00,10:51:23,000,00/00/0000
0000735953,U,D,204,BANF,0010000436,ME21N,06/18/2026,buyer_mi00,13:47:23,000,00/00/0000
0000735955,I,D,204,BANF,0010000437,,06/18/2026,inventory_manager_mi00,14:38:56,000,00/00/0000
0000735958,U,D,204,BANF,0010000437,ME21N,06/19/2026,buyer_mi00,08:08:00,000,00/00/0000
0000735960,I,D,204,BANF,0010000438,,06/18/2026,inventory_manager_mi00,15:10:15,000,00/00/0000
0000735963,U,D,204,BANF,0010000438,ME21N,06/19/2026,buyer_mi00,08:16:00,000,00/00/0000
0000735965,I,D,204,BANF,0010000439,,06/18/2026,inventory_manager_mi00,15:27:11,000,00/00/0000
0000736392,U,D,204,BUPA_BUP,0000109800,,07/13/2026,chief_accountant_US,09:34:00,000,00/00/0000
0000735897,I,D,204,EINKBELEG,4500000387,ME21N,06/17/2026,buyer_mi00,13:03:00,000,00/00/0000
0000735902,I,D,204,EINKBELEG,4500000388,ME21N,06/17/2026,buyer_mi00,13:12:00,000,00/00/0000
0000735907,I,D,204,EINKBELEG,4500000389,ME21N,06/17/2026,buyer_mi00,11:51:34,000,00/00/0000
0000735914,I,D,204,EINKBELEG,4500000390,ME21N,06/17/2026,buyer_mi00,13:24:43,000,00/00/0000
0000735917,I,D,204,EINKBELEG,4500000391,ME21N,06/17/2026,buyer_mi00,14:51:00,000,00/00/0000
0000735922,I,D,204,EINKBELEG,4500000392,ME21N,06/17/2026,buyer_mi00,16:43:03,000,00/00/0000
0000735927,I,D,204,EINKBELEG,4500000393,ME21N,06/18/2026,buyer_mi00,08:09:00,000,00/00/0000
0000735932,I,D,204,EINKBELEG,4500000394,ME21N,06/17/2026,buyer_mi00,16:19:05,000,00/00/0000
0000735939,I,D,204,EINKBELEG,4500000395,ME21N,06/18/2026,buyer_mi00,09:28:40,000,00/00/0000
0000735942,I,D,204,EINKBELEG,4500000396,ME21N,06/18/2026,buyer_mi00,11:45:45,000,00/00/0000
0000735947,I,D,204,EINKBELEG,4500000397,ME21N,06/18/2026,buyer_mi00,13:25:00,000,00/00/0000
0000735952,I,D,204,EINKBELEG,4500000398,ME21N,06/18/2026,buyer_mi00,13:47:23,000,00/00/0000
0000735957,I,D,204,EINKBELEG,4500000399,ME21N,06/19/2026,buyer_mi00,08:08:00,000,00/00/0000
0000735962,I,D,204,EINKBELEG,4500000400,ME21N,06/19/2026,buyer_mi00,08:16:00,000,00/00/0000
0000735969,U,D,204,ADRESSE,ME020000130279,ME21N,06/19/2026,buyer_mi00,08:27:00,000,00/00/0000
0000735971,U,D,204,ADRESSE,ME020000130280,,06/18/2026,inventory_manager_mi00,15:55:53,000,00/00/0000
0000735973,U,D,204,ADRESSE,ME020000130281,,06/18/2026,inventory_manager_mi00,16:21:45,000,00/00/0000
0000735976,U,D,204,ADRESSE,ME020000130282,ME21N,06/19/2026,buyer_mi00,08:42:00,000,00/00/0000
0000735979,U,D,204,ADRESSE,ME020000130283,ME21N,06/19/2026,buyer_mi00,08:51:00,000,00/00/0000
0000735981,U,D,204,ADRESSE,ME020000130284,,06/19/2026,inventory_manager_mi00,08:15:00,000,00/00/0000
0000735984,U,D,204,ADRESSE,ME020000130285,ME21N,06/19/2026,buyer_mi00,10:31:00,000,00/00/0000
0000735986,U,D,204,ADRESSE,ME020000130286,,06/19/2026,inventory_manager_mi00,08:29:00,000,00/00/0000
0000735989,U,D,204,ADRESSE,ME020000130287,ME21N,06/19/2026,buyer_mi00,10:48:00,000,00/00/0000
0000735991,U,D,204,ADRESSE,ME020000130288,,06/19/2026,inventory_manager_mi00,08:40:54,000,00/00/0000
0000735996,U,D,204,ADRESSE,ME020000130289,ME21N,06/19/2026,buyer_mi00,11:52:54,000,00/00/0000
0000735998,U,D,204,ADRESSE,ME020000130290,,06/19/2026,inventory_manager_mi00,09:17:36,000,00/00/0000
0000736001,U,D,204,ADRESSE,ME020000130291,ME21N,06/19/2026,buyer_mi00,12:48:00,000,00/00/0000
0000736003,U,D,204,ADRESSE,ME020000130292,,06/19/2026,inventory_manager_mi00,09:37:52,000,00/00/0000
0000736006,U,D,204,ADRESSE,ME020000130293,ME21N,06/19/2026,buyer_mi00,11:00:52,000,00/00/0000
0000736008,U,D,204,ADRESSE,ME020000130294,,06/19/2026,inventory_manager_mi00,10:07:25,000,00/00/0000
0000736011,U,D,204,ADRESSE,ME020000130295,ME21N,06/19/2026,buyer_mi00,12:57:00,000,00/00/0000
0000736013,U,D,204,ADRESSE,ME020000130296,,06/19/2026,inventory_manager_mi00,13:30:23,000,00/00/0000
0000736016,U,D,204,ADRESSE,ME020000130297,ME21N,06/19/2026,buyer_mi00,15:31:23,000,00/00/0000
0000736018,U,D,204,ADRESSE,ME020000130298,,06/19/2026,inventory_manager_mi00,14:31:46,000,00/00/0000
0000736020,U,D,204,ADRESSE,ME020000130299,,06/19/2026,inventory_manager_mi00,15:22:26,000,00/00/0000
0000736023,U,D,204,ADRESSE,ME020000130300,ME21N,06/19/2026,buyer_mi00,16:54:46,000,00/00/0000
0000736026,U,D,204,ADRESSE,ME020000130301,ME21N,06/22/2026,buyer_mi00,08:12:00,000,00/00/0000
0000736028,U,D,204,ADRESSE,ME020000130302,,06/19/2026,inventory_manager_mi00,15:44:01,000,00/00/0000
0000736031,U,D,204,ADRESSE,ME020000130303,ME21N,06/19/2026,buyer_mi00,17:10:01,000,00/00/0000
0000736033,U,D,204,ADRESSE,ME020000130304,,06/22/2026,inventory_manager_mi00,08:14:00,000,00/00/0000
0000735968,U,D,204,BANF,0010000439,ME21N,06/19/2026,buyer_mi00,08:27:00,000,00/00/0000
0000735970,I,D,204,BANF,0010000440,,06/18/2026,inventory_manager_mi00,15:55:53,000,00/00/0000
0000735975,U,D,204,BANF,0010000440,ME21N,06/19/2026,buyer_mi00,08:42:00,000,00/00/0000
0000735972,I,D,204,BANF,0010000441,,06/18/2026,inventory_manager_mi00,16:21:45,000,00/00/0000
0000735978,U,D,204,BANF,0010000441,ME21N,06/19/2026,buyer_mi00,08:51:00,000,00/00/0000
0000735980,I,D,204,BANF,0010000442,,06/19/2026,inventory_manager_mi00,08:15:00,000,00/00/0000
0000735983,U,D,204,BANF,0010000442,ME21N,06/19/2026,buyer_mi00,10:31:00,000,00/00/0000
0000735985,I,D,204,BANF,0010000443,,06/19/2026,inventory_manager_mi00,08:29:00,000,00/00/0000
0000735988,U,D,204,BANF,0010000443,ME21N,06/19/2026,buyer_mi00,10:48:00,000,00/00/0000
0000735990,I,D,204,BANF,0010000444,,06/19/2026,inventory_manager_mi00,08:40:54,000,00/00/0000
0000735995,U,D,204,BANF,0010000444,ME21N,06/19/2026,buyer_mi00,11:52:54,000,00/00/0000
0000735997,I,D,204,BANF,0010000445,,06/19/2026,inventory_manager_mi00,09:17:36,000,00/00/0000
0000736000,U,D,204,BANF,0010000445,ME21N,06/19/2026,buyer_mi00,12:48:00,000,00/00/0000
0000736002,I,D,204,BANF,0010000446,,06/19/2026,inventory_manager_mi00,09:37:52,000,00/00/0000
0000736005,U,D,204,BANF,0010000446,ME21N,06/19/2026,buyer_mi00,11:00:52,000,00/00/0000
0000736007,I,D,204,BANF,0010000447,,06/19/2026,inventory_manager_mi00,10:07:25,000,00/00/0000
0000736010,U,D,204,BANF,0010000447,ME21N,06/19/2026,buyer_mi00,12:57:00,000,00/00/0000
0000736012,I,D,204,BANF,0010000448,,06/19/2026,inventory_manager_mi00,13:30:23,000,00/00/0000
0000736015,U,D,204,BANF,0010000448,ME21N,06/19/2026,buyer_mi00,15:31:23,000,00/00/0000
0000736017,I,D,204,BANF,0010000449,,06/19/2026,inventory_manager_mi00,14:31:46,000,00/00/0000
0000736022,U,D,204,BANF,0010000449,ME21N,06/19/2026,buyer_mi00,16:54:46,000,00/00/0000
0000736019,I,D,204,BANF,0010000450,,06/19/2026,inventory_manager_mi00,15:22:26,000,00/00/0000
0000736025,U,D,204,BANF,0010000450,ME21N,06/22/2026,buyer_mi00,08:12:00,000,00/00/0000
0000736027,I,D,204,BANF,0010000451,,06/19/2026,inventory_manager_mi00,15:44:01,000,00/00/0000
0000736030,U,D,204,BANF,0010000451,ME21N,06/19/2026,buyer_mi00,17:10:01,000,00/00/0000
0000736032,I,D,204,BANF,0010000452,,06/22/2026,inventory_manager_mi00,08:14:00,000,00/00/0000
0000736394,U,D,204,BUPA_BUP,0001003070,,07/15/2026,chief_accountant_US,11:16:00,000,00/00/0000
0000736396,U,D,204,BUPA_BUP,0001003070,,07/15/2026,chief_accountant_US,14:48:00,000,00/00/0000
0000735967,I,D,204,EINKBELEG,4500000401,ME21N,06/19/2026,buyer_mi00,08:27:00,000,00/00/0000
0000735974,I,D,204,EINKBELEG,4500000402,ME21N,06/19/2026,buyer_mi00,08:42:00,000,00/00/0000
0000735977,I,D,204,EINKBELEG,4500000403,ME21N,06/19/2026,buyer_mi00,08:51:00,000,00/00/0000
0000735982,I,D,204,EINKBELEG,4500000404,ME21N,06/19/2026,buyer_mi00,10:31:00,000,00/00/0000
0000735987,I,D,204,EINKBELEG,4500000405,ME21N,06/19/2026,buyer_mi00,10:48:00,000,00/00/0000
0000735994,I,D,204,EINKBELEG,4500000406,ME21N,06/19/2026,buyer_mi00,11:52:54,000,00/00/0000
0000735999,I,D,204,EINKBELEG,4500000407,ME21N,06/19/2026,buyer_mi00,12:48:00,000,00/00/0000
0000736004,I,D,204,EINKBELEG,4500000408,ME21N,06/19/2026,buyer_mi00,11:00:52,000,00/00/0000
0000736009,I,D,204,EINKBELEG,4500000409,ME21N,06/19/2026,buyer_mi00,12:57:00,000,00/00/0000
0000736014,I,D,204,EINKBELEG,4500000410,ME21N,06/19/2026,buyer_mi00,15:31:23,000,00/00/0000
0000736021,I,D,204,EINKBELEG,4500000411,ME21N,06/19/2026,buyer_mi00,16:54:46,000,00/00/0000
0000736024,I,D,204,EINKBELEG,4500000412,ME21N,06/22/2026,buyer_mi00,08:12:00,000,00/00/0000
0000736029,I,D,204,EINKBELEG,4500000413,ME21N,06/19/2026,buyer_mi00,17:10:01,000,00/00/0000
0000735992,U,D,204,KRED,0000108800,XK02,07/01/2026,accounts_payable_clerk_mi00,09:34:00,000,00/00/0000
0000736035,U,D,204,ADRESSE,ME020000130305,,06/22/2026,inventory_manager_mi00,08:25:00,000,00/00/0000
0000736037,U,D,204,ADRESSE,ME020000130306,,06/22/2026,inventory_manager_mi00,09:40:31,000,00/00/0000
0000736039,U,D,204,ADRESSE,ME020000130307,,06/22/2026,inventory_manager_mi00,10:25:04,000,00/00/0000
0000736042,U,D,204,ADRESSE,ME020000130308,ME21N,06/22/2026,buyer_mi00,09:24:00,000,00/00/0000
0000736044,U,D,204,ADRESSE,ME020000130309,,06/22/2026,inventory_manager_mi00,11:12:25,000,00/00/0000
0000736047,U,D,204,ADRESSE,ME020000130310,ME21N,06/22/2026,buyer_mi00,11:01:00,000,00/00/0000
0000736049,U,D,204,ADRESSE,ME020000130311,,06/22/2026,inventory_manager_mi00,11:34:25,000,00/00/0000
0000736052,U,D,204,ADRESSE,ME020000130312,ME21N,06/22/2026,buyer_mi00,11:49:04,000,00/00/0000
0000736054,U,D,204,ADRESSE,ME020000130313,,06/22/2026,inventory_manager_mi00,14:23:51,000,00/00/0000
0000736057,U,D,204,ADRESSE,ME020000130314,ME21N,06/22/2026,buyer_mi00,13:03:00,000,00/00/0000
0000736059,U,D,204,ADRESSE,ME020000130315,,06/22/2026,inventory_manager_mi00,15:28:02,000,00/00/0000
0000736062,U,D,204,ADRESSE,ME020000130316,ME21N,06/22/2026,buyer_mi00,13:18:00,000,00/00/0000
0000736064,U,D,204,ADRESSE,ME020000130317,,06/22/2026,inventory_manager_mi00,15:52:34,000,00/00/0000
0000736067,U,D,204,ADRESSE,ME020000130318,ME21N,06/22/2026,buyer_mi00,13:48:25,000,00/00/0000
0000736069,U,D,204,ADRESSE,ME020000130319,,06/22/2026,inventory_manager_mi00,16:06:34,000,00/00/0000
0000736072,U,D,204,ADRESSE,ME020000130320,ME21N,06/22/2026,buyer_mi00,16:16:51,000,00/00/0000
